FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.894,398,4085,P-info,8144,Grøn,IB,Vendersgade,22,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56598431635851 55.68507452634243)
parkomat.895,399,4087,Betalingsautomat,5128,Grøn,VB,Nyropsgade,6,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561407405257658 55.6797040257257)
parkomat.896,400,4088,Betalingsautomat,5128,Grøn,VB,Nyropsgade,24,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56088552170739 55.678410711851015)
parkomat.897,401,4090,Betalingsautomat,5128,Grøn,VB,Nyropsgade,36,Inventarzone,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560456186351631 55.67682429534966)
parkomat.898,402,4091,,5128,Grøn,VB,Nyropsgade,41,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56093529599797 55.676485471489656)
parkomat.899,403,4092,Betalingsautomat,5128,Grøn,VB,Nyropsgade,37,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561115259689895 55.677136971640735)
parkomat.900,404,4093,P-info,5128,Grøn,VB,Nyropsgade,23,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561448223743914 55.67832041563166)
parkomat.901,156,4094,P-info,5128,Grøn,VB,Nyropsgade,5,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561656041968568 55.67968515272316)
parkomat.902,157,4095,Betalingsautomat,5336,Grøn,IB,Otto Mønsteds Gade,5,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572866787884173 55.671103300142605)
parkomat.903,159,4098,Betalingsautomat,5660,Grøn,IB,Puggaardsgade,5,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573869555391 55.67191450961366)
parkomat.904,160,4099,Betalingsautomat,5660,Grøn,IB,Puggaardsgade,16,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575049165144163 55.67114861389061)
parkomat.905,161,4100,P-info,5660,Grøn,IB,Puggaardsgade,15,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575414192600979 55.67118528440272)
parkomat.906,162,4101,P-info,6056,Grøn,IB,Rysensteensgade,16,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574284501413072 55.67132348889109)
parkomat.907,163,4102,Betalingsautomat,6932,Grøn,IB,Stoltenbergsgade,10,HUSMUR,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56945860635135 55.671079959731415)
parkomat.908,3,4103,Betalingsautomat,7652,Grøn,VB,Trommesalen,2,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560882706780905 55.674062939744665)
parkomat.909,164,4104,Betalingsautomat,8048,Grøn,IB,Ved Glyptoteket,4,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570593437939376 55.67205281622774)
parkomat.910,1,4105,Betalingsautomat,8208,Grøn,VB,Vester Farimagsgade,3,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562003667931407 55.67469644368167)
parkomat.911,540,4107,Betalingsautomat,8208,Grøn,VB,Vester Farimagsgade,33,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562685232304528 55.678581917311455)
parkomat.912,165,4109,P-info,8240,Grøn,VB,Vester Søgade,6,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559150295825036 55.67542939954038)
parkomat.913,166,4110,Betalingsautomat,8240,Grøn,VB,Vester Søgade,16,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559218394242329 55.67665732956554)
parkomat.914,167,4112,P-info,8240,Grøn,VB,Vester Søgade,22,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559583813779492 55.677111223263175)
parkomat.915,168,4113,Betalingsautomat,8240,Grøn,VB,Vester Søgade,54,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56009099929889 55.67895993351843)
parkomat.916,169,4115,P-info,8240,Grøn,VB,Vester Søgade,66,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560315328934974 55.67979167777659)
parkomat.917,1486,4116,P-info,8048,Grøn,IB,Ved Glyptoteket,6,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571241991515679 55.67169880544458)
parkomat.918,10,4119,Betalingsautomat,1956,Grøn,IB,Frederiksholms Kanal,,"Blivende, eksisterende fortovsø",2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57822265152393 55.67399130305309)
parkomat.919,11,4120,P-info,1956,Grøn,IB,Frederiksholms Kanal,,"Blivende, eksisterende fortovsø",2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578817310820734 55.67346806759192)
parkomat.920,12,4121,Betalingsautomat,1956,Grøn,IB,Frederiksholms Kanal,31,"Blivende, eksisterende fortovsø",2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57946922746591 55.67292615772597)
parkomat.921,1497,4122,Betalingsautomat,2564,Grøn,RH,Hammerichsgade,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563020605177043 55.67666139192852)
parkomat.922,73,4123,P-info,7064,Grøn,IB,Studiestræde,52,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565307346478779 55.677107159925505)
parkomat.923,1496,4124,P-info,2564,Grøn,RH,Hammerichsgade,,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563283910372878 55.676560901265205)
parkomat.924,499,4125,Betalingsautomat,0168,Grøn,IB,Anker Heegaards Gade,1,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572581838304275 55.67189644505227)
parkomat.925,498,4126,P-info,0168,Grøn,IB,Anker Heegaards Gade,5,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573356826485885 55.67148751124566)
parkomat.926,1498,4127,P-info,0292,Grøn,RH,Axeltorv,9,Øvrige,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563771009209239 55.67660658537712)
parkomat.927,170,4130,P-info,0476,Grøn,IB,Bernstorffsgade,29,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570925044856025 55.669315059220196)
parkomat.928,171,4132,Betalingsautomat,0476,Grøn,IB,Bernstorffsgade,35,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571676567701159 55.668781144770406)
parkomat.929,172,4133,P-info,1432,Grøn,IB,Edvard Falcks Gade,1,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570343255439813 55.671348750637115)
parkomat.930,30,4136,Betalingsautomat,0148,Grøn,IB,H.C. Andersens Boulevard,46,Husmur,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576114008591729 55.671336878924414)
parkomat.931,174,4138,P-info,3540,Grøn,VB,Kampmannsgade,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557874584796176 55.677871751900454)
parkomat.932,405,4139,Betalingsautomat,3540,Grøn,VB,Kampmannsgade,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557932262011754 55.67804450657107)
parkomat.933,406,4140,P-info,4788,Grøn,IB,Mitchellsgade,7,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57236655339022 55.66912124248949)
parkomat.934,407,4141,Betalingsautomat,4788,Grøn,IB,Mitchellsgade,17,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57165405597267 55.669625237561824)
parkomat.935,408,4142,P-info,4788,Grøn,IB,Mitchellsgade,21,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570186932123432 55.67065073826033)
parkomat.936,409,4143,P-info,4972,Grøn,IB,Niels Brocks Gade,of.5,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572455194909034 55.67213360056413)
parkomat.937,411,4145,Betalingsautomat,0816,Grøn,IB,Bredgade,21,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588133752941738 55.681863456446656)
parkomat.938,1791,4146,P-info,0816,Grøn,IB,Bredgade,35,Husmur,2000167,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.588775892770924 55.682667830017856)
parkomat.939,412,4147,Betalingsautomat,1356,Grøn,IB,Dronningens Tværgade,8,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587880982230262 55.68348503890269)
parkomat.940,413,4148,P-info,4292,Grøn,IB,Lille Strandstræde,12,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58987337524854 55.680907820562254)
parkomat.941,534,4150,P-info,6960,Grøn,IB,Store Strandstræde,19,"Blivende, eksisterende fortovsø",2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588988698051823 55.681206297812025)
parkomat.942,1546,4151,,0816,Grøn,IB,Bredgade,45B,Inventarzone,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590060525533362 55.68418989151035)
parkomat.943,197,4152,P-info,0816,Grøn,IB,Bredgade,53,Husmur,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590946681159519 55.6852916107381)
parkomat.944,198,4153,Betalingsautomat,0816,Grøn,IB,Bredgade,65B,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.592006994035359 55.686515097564644)
parkomat.945,199,4154,Betalingsautomat,1944,Grøn,IB,Frederiksgade,20,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591406433504742 55.68438095996296)
parkomat.946,200,4156,,5112,Grøn,IB,Nyhavn,57,"Blivende, eksisterende fortovsø",2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59214751676914 55.67965804518914)
parkomat.947,201,4157,,5112,Grøn,IB,Nyhavn,71,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.593747693404651 55.67925707443767)
parkomat.948,27,4158,,6232,Grøn,IB,Sankt Annæ Plads,10,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591126829337888 55.68147139038072)
parkomat.949,26,4159,,6232,Grøn,IB,Sankt Annæ Plads,4,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589580578703515 55.681886042060704)
parkomat.950,1785,4160,P-info,5404,,IB,Palægade,2,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.587470976162392 55.6817206801753)
parkomat.951,24,4162,Betalingsautomat,6232,Grøn,IB,Sankt Annæ Plads,15B,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591974532066196 55.68157854231185)
parkomat.952,23,4163,,6232,Grøn,IB,Sankt Annæ Plads,28,Inventarzone,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.593448317529464 55.68085194758895)
parkomat.953,203,4164,Betalingsautomat,7540,Grøn,IB,Toldbodgade,19,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.592092596231005 55.68070588637005)
parkomat.954,333,4165,P-info,0128,Grøn,IB,Amaliegade,33,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.595174380111121 55.68650011622038)
parkomat.955,332,4166,Betalingsautomat,0128,Grøn,IB,Amaliegade,44,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.595627704149775 55.68670176020744)
parkomat.956,334,4167,Betalingsautomat,0128,Grøn,IB,Amaliegade,43,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59585172776364 55.68739308149204)
parkomat.957,335,4168,P-info,0128,Grøn,IB,Amaliegade,45,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.596197996793348 55.68742466811819)
parkomat.958,206,4169,Betalingsautomat,0748,Grøn,IB,Bornholmsgade,6,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590995414441577 55.68802917350901)
parkomat.959,207,4170,P-info,1162,Grøn,IB,Churchillparken,-,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.597064166498606 55.688450864744645)
parkomat.960,208,4173,P-info,1676,Grøn,IB,Esplanaden,5,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591266229243415 55.68749419037504)
parkomat.961,209,4174,P-info,1676,,IB,Esplanaden,14,,,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59170856671331 55.68741209529548)
parkomat.962,210,4175,Betalingsautomat,1676,Grøn,IB,Esplanaden,32,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.594274678698213 55.68770567971107)
parkomat.963,211,4176,P-info,1676,Grøn,IB,Esplanaden,34,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.594473029270079 55.68792187032299)
parkomat.964,212,4177,Betalingsautomat,1676,Grøn,IB,Esplanaden,,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.596040973784495 55.688067968368806)
parkomat.965,327,4179,P-info,1916,Grøn,IB,Fredericiagade,7B,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.593059812698886 55.68509925959454)
parkomat.966,326,4180,Betalingsautomat,1916,Grøn,IB,Fredericiagade,16,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59199704062405 55.68546669797365)
parkomat.967,317,4181,Betalingsautomat,1916,Grøn,IB,Fredericiagade,26,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590210767641882 55.68593604226355)
parkomat.968,214,4182,Betalingsautomat,2364,Grøn,IB,Grønningen,,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.592425929434588 55.687678456425665)
parkomat.969,215,4183,P-info,2364,Grøn,IB,Grønningen,3B,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591972523479123 55.68814892939362)
parkomat.970,216,4184,Betalingsautomat,2364,Grøn,IB,Grønningen,9,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591800507292673 55.6886638293165)
parkomat.971,217,4185,Betalingsautomat,2364,Grøn,IB,Grønningen,11,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590940486189801 55.68898783272333)
parkomat.972,218,4186,P-info,2364,Grøn,IB,Grønningen,,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591181065802601 55.68916513547098)
parkomat.973,219,4187,P-info,2364,Grøn,IB,Grønningen,,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590250108875221 55.68955027512098)
parkomat.974,220,4190,Betalingsautomat,2364,Grøn,IB,Grønningen,19,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590164020667103 55.68999425266818)
parkomat.975,221,4191,Betalingsautomat,2364,Grøn,IB,Grønningen,27,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589262116804257 55.69035135180879)
parkomat.976,222,4192,,2560,Grøn,IB,Hammerensgade,5,"Blivende, eksisterende fortovsø",2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591282440138237 55.688674816710915)
parkomat.977,204,4193,Betalingsautomat,7540,Grøn,IB,Toldbodgade,35,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.593529372339862 55.68212967457689)
parkomat.978,205,4195,,7540,Grøn,IB,Toldbodgade,-,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.594122593637374 55.68308072164637)
parkomat.979,414,4196,Betalingsautomat,7540,Grøn,IB,Toldbodgade,-,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.594987595784662 55.68412558392477)
parkomat.980,415,4198,P-info,7540,Grøn,IB,Toldbodgade,57,Husmur,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.595747480940222 55.685110086542686)
parkomat.981,416,4199,Betalingsautomat,7540,Grøn,IB,Toldbodgade,36B,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59618822396029 55.68533324500179)
parkomat.982,418,4201,P-info,1356,Grøn,IB,Dronningens Tværgade,57,Ny fortovsø,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583207673161034 55.68465510390184)
parkomat.983,419,4202,Betalingsautomat,3996,Grøn,IB,Kronprinsessegade,46A,"Blivende, eksisterende fortovsø",2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583129016681996 55.68541420572007)
parkomat.984,420,4203,Betalingsautomat,6948,Grøn,IB,Store Kongensgade,68,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587833654060736 55.68433479841054)
parkomat.985,421,4205,P-info,6948,Grøn,IB,Store Kongensgade,90,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588958480969517 55.68565616332186)
parkomat.986,422,4206,,6948,Grøn,IB,Store Kongensgade,108,Husmur,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589897834578379 55.686767468774015)
parkomat.987,423,4207,,7280,Grøn,IB,Sølvgade,50,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58532722151657 55.68565427133354)
parkomat.988,310,4208,Betalingsautomat,7280,Grøn,IB,Sølvgade,13,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584860355134026 55.685557928735506)
parkomat.989,316,4209,Betalingsautomat,0024,Grøn,IB,Adelgade,17,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583925713101753 55.684393519253796)
parkomat.990,315,4210,P-info,1356,Grøn,IB,Dronningens Tværgade,50,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583768937790508 55.684594092472615)
parkomat.991,313,4211,P-info,0024,Grøn,IB,Adelgade,2,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585499717576374 55.68626898781642)
parkomat.992,273,4212,Betalingsautomat,0024,Grøn,IB,Adelgade,108,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586231398180812 55.68682211480015)
parkomat.993,350,4213,P-info,0716,Grøn,IB,Borgergade,91,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58735241001662 55.686350906431656)
parkomat.994,322,4214,P-info,0716,Grøn,IB,Borgergade,97,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587955792544507 55.6870685435668)
parkomat.995,1481,4215,P-info,0716,Grøn,IB,Borgergade,111,Husmur,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588627522769906 55.68786877496767)
parkomat.996,37,4216,,0716,Grøn,IB,Borgergade,146,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58912919899102 55.68816494846281)
parkomat.997,318,4217,P-info,1916,Grøn,IB,Fredericiagade,,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588811417617885 55.68618580333544)
parkomat.998,319,4218,Betalingsautomat,1916,Grøn,IB,Fredericiagade,52,Inventarzone,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587782592266441 55.68655982648768)
parkomat.999,320,4219,P-info,1916,Grøn,IB,Fredericiagade,51,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586811562541243 55.68672465726292)
parkomat.1000,321,4220,P-info,1916,Grøn,IB,Fredericiagade,80C,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585434086240012 55.68709647527537)
parkomat.1001,323,4221,Betalingsautomat,2188,Grøn,IB,Gernersgade,5,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589407061407867 55.68753128120241)
parkomat.1002,39,4222,P-info,2188,Grøn,IB,Gernersgade,41,Husmur,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586260675395051 55.688364460327655)
parkomat.1003,347,4223,Betalingsautomat,2900,Grøn,IB,Hindegade,9,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588091408046113 55.68598942307956)
parkomat.1004,312,4224,,3736,Grøn,IB,Klerkegade,OF/2,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586320456256185 55.68607974351732)
parkomat.1005,40,4226,Betalingsautomat,3736,Grøn,IB,Klerkegade,19,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584135334410753 55.686669176086426)
parkomat.1006,41,4227,Betalingsautomat,3996,Grøn,IB,Kronprinsessegade,39,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584541721671057 55.68730115021712)
parkomat.1007,42,4228,P-info,3996,Grøn,IB,Kronprinsessegade,66,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585106963262334 55.68772651979323)
parkomat.1008,352,4229,Betalingsautomat,3996,Grøn,IB,Kronprinsessegade,51,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585338703528084 55.688225637384214)
parkomat.1009,325,4233,P-info,5280,Grøn,IB,Olfert Fischers Gade,6,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588996556752681 55.686657971865266)
parkomat.1010,324,4234,P-info,6272,Grøn,IB,Sankt Pauls Gade,7,Husmur,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588946658033935 55.686931705715715)
parkomat.1011,45,4235,P-info,6272,Grøn,IB,Sankt Pauls Gade,,,2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585979983607496 55.6877344990436)
parkomat.1012,336,4237,Betalingsautomat,6948,Grøn,IB,Store Kongensgade,120,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590000789655651 55.68821063143588)
parkomat.1013,1483,4238,P-info,1676,Grøn,IB,Esplanaden,48,Husmur,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59591054964116 55.68789730359394)
parkomat.1014,337,4239,P-info,6948,Grøn,IB,Store Kongensgade,124,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58969723773701 55.688759494214246)
parkomat.1015,338,4240,Betalingsautomat,6948,Grøn,IB,Store Kongensgade,128,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589424811145534 55.6893229798948)
