FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.403,1352,2466,Betalingsautomat,6988,Blå,IØ,Strandboulevarden,7,Husmur,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590320883007248 55.698200743768005)
parkomat.404,1353,2467,P-info,0204,Blå,IØ,Arendalsgade,5,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58925418098894 55.69735651239305)
parkomat.405,1354,2468,Betalingsautomat,4364,Blå,IØ,Livjægergade,14,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587897343874275 55.69716697756607)
parkomat.406,1355,2469,Betalingsautomat,5008,Blå,IØ,Nordborggade,8,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586632346774001 55.69700896443276)
parkomat.407,1356,2470,Betalingsautomat,7284,Blå,IØ,Sønderborggade,1,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584632792844143 55.69699974313678)
parkomat.408,1357,2471,Betalingsautomat,3596,Blå,IØ,Kastelsvej,8,Husmur,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583670998605674 55.69666974972222)
parkomat.409,1358,2472,P-info,3596,Blå,IØ,Kastelsvej,5,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584412079585885 55.6967506375987)
parkomat.410,1359,2473,P-info,4356,Blå,IØ,Lipkesgade,3,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585606088554655 55.6966215060547)
parkomat.411,1360,2474,P-info,5008,Blå,IØ,Nordborggade,1,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586525902286255 55.6965186123034)
parkomat.412,1361,2475,Betalingsautomat,3596,Blå,IØ,Kastelsvej,60,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587659002296524 55.696425067684594)
parkomat.413,1362,2476,P-info,3596,Blå,IØ,Kastelsvej,25,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588946841542088 55.69671373674932)
parkomat.414,1363,2477,Betalingsautomat,2632,Blå,IØ,Hardangergade,3,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589690044697747 55.696863265876246)
parkomat.415,1366,2479,Betalingsautomat,5648,Blå,IØ,Præstøgade,13,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588735652746315 55.70064009243605)
parkomat.416,1367,2480,Betalingsautomat,5160,Blå,IØ,Næstvedgade,20,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587620238579776 55.70094399867077)
parkomat.417,1368,2481,,5160,Blå,IØ,Næstvedgade,28,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.588710106033002 55.70119301857869)
parkomat.418,1369,2482,P-info,5160,Blå,IØ,Næstvedgade,42,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587113331306051 55.700919178915505)
parkomat.419,1370,2483,P-info,5160,Blå,IØ,Næstvedgade,6B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586214740516843 55.70052408032636)
parkomat.420,1371,2484,P-info,5948,Blå,IØ,Rosenvængets Allé,48,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584681033892455 55.7005760703215)
parkomat.421,1372,2485,P-info,5956,Blå,IØ,Rosenvængets Sideallé,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582368370413258 55.70031613586297)
parkomat.422,1373,2486,Betalingsautomat,1704,Blå,IØ,Faksegade,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580667221072943 55.69998548675175)
parkomat.423,1374,2487,Betalingsautomat,5228,Blå,IØ,Odensegade,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57892525818603 55.69972990077918)
parkomat.424,1375,2488,P-info,5228,Blå,IØ,Odensegade,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580099614272122 55.70003231810365)
parkomat.425,1376,2489,Betalingsautomat,5228,Blå,IØ,Odensegade,21A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581267763490265 55.700335231664184)
parkomat.426,1377,2490,Betalingsautomat,5952,Blå,IØ,Rosenvængets Hovedvej,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583627465370245 55.70081365594175)
parkomat.427,1378,2491,P-info,5952,Blå,IØ,Rosenvængets Hovedvej,28,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585958507813258 55.701386584883416)
parkomat.428,1379,2492,Betalingsautomat,5952,Blå,IØ,Rosenvængets Hovedvej,46,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58716652771331 55.70168836430002)
parkomat.429,1380,2493,P-info,5044,Blå,IØ,Nordre Frihavnsgade,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578616266642205 55.7000907483334)
parkomat.430,1381,2494,Betalingsautomat,5044,Blå,IØ,Nordre Frihavnsgade,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57844111444718 55.7001840223967)
parkomat.431,1382,2495,P-info,5044,Blå,IØ,Nordre Frihavnsgade,17,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57947721178591 55.70074149037742)
parkomat.432,1383,2496,Betalingsautomat,5044,Blå,IØ,Nordre Frihavnsgade,18B,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579716624286329 55.70065450757313)
parkomat.433,1384,2497,P-info,1704,Blå,IØ,Faksegade,18,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580450167647705 55.70051001137086)
parkomat.434,1385,2498,P-info,5044,Blå,IØ,Nordre Frihavnsgade,26,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580743518188006 55.70120512173173)
parkomat.435,1386,2499,Betalingsautomat,8302,Blå,IØ,Victor Borges Plads,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580807861654911 55.70141853535471)
parkomat.436,1387,2500,Betalingsautomat,5508,Blå,IØ,Petersborgvej,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58167880246048 55.70119819384744)
parkomat.437,1388,2501,P-info,5044,Blå,IØ,Nordre Frihavnsgade,47,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582742203880917 55.70233191400099)
parkomat.438,1389,2502,Betalingsautomat,5044,Blå,IØ,Nordre Frihavnsgade,56,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583132228605589 55.702310333922966)
parkomat.439,1390,2503,Betalingsautomat,5044,Blå,IØ,Nordre Frihavnsgade,65,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584953057293005 55.70306416249158)
parkomat.440,1391,2504,P-info,5044,Blå,IØ,Nordre Frihavnsgade,70,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585332326055115 55.70303097070146)
parkomat.441,1392,2505,Betalingsautomat,5044,Blå,IØ,Nordre Frihavnsgade,84,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586760345701835 55.70322896522202)
parkomat.442,1393,2506,P-info,5044,Blå,IØ,Nordre Frihavnsgade,77,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586875241781824 55.70340623723102)
parkomat.443,1394,2507,Betalingsautomat,1336,Blå,IØ,A.L. Drewsens Vej,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582482905868792 55.70176312425845)
parkomat.444,1395,2508,Betalingsautomat,3948,Blå,IØ,A.F. Kriegers Vej,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584848738711539 55.70187338557452)
parkomat.445,1396,2509,P-info,3948,Blå,IØ,A.F. Kriegers Vej,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58431517285599 55.70268690952384)
parkomat.446,1397,2510,Betalingsautomat,4668,Blå,IØ,Marstalsgade,19,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58653658329934 55.703818520916144)
parkomat.447,1398,2511,P-info,4668,Blå,IØ,Marstalsgade,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585193965246106 55.70358503246366)
parkomat.448,1399,2512,Betalingsautomat,2960,Blå,IØ,Hobrogade,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584145718199867 55.7032443255445)
parkomat.449,1400,2513,P-info,2292,Blå,IØ,Grenågade,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583051751450578 55.70302346550346)
parkomat.450,1401,2514,Betalingsautomat,5716,Blå,IØ,Randersgade,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581780114870153 55.70245832786878)
parkomat.451,1402,2515,P-info,2092,Blå,IØ,Gammel Kalkbrænderi Vej,35,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587128397632226 55.704322060568884)
parkomat.452,1403,2516,Betalingsautomat,2092,Blå,IØ,Gammel Kalkbrænderi Vej,17,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58503830805163 55.70410630086665)
parkomat.453,1404,2517,P-info,2092,Blå,IØ,Gammel Kalkbrænderi Vej,12,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583783891216678 55.70384281796922)
parkomat.454,1405,2518,Betalingsautomat,2092,Blå,IØ,Gammel Kalkbrænderi Vej,8,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582886460109703 55.70374999667353)
parkomat.455,1406,2519,Betalingsautomat,5716,Blå,IØ,Randersgade,16,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581384170740204 55.70375784797334)
parkomat.456,1407,2520,P-info,5248,Blå,IØ,J.E. Ohlsens Gade,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578306212885487 55.70166432778562)
parkomat.457,1408,2521,Betalingsautomat,5248,Blå,IØ,J.E. Ohlsens Gade,10,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579279540089559 55.70151813085212)
parkomat.458,1409,2522,P-info,5832,Blå,IØ,Ribegade,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580261786081401 55.701666395994074)
parkomat.459,1410,2523,P-info,1068,Blå,IØ,Carl Johans Gade,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578205688872098 55.70203409380874)
parkomat.460,1411,2524,P-info,1068,Blå,IØ,Carl Johans Gade,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579645001411897 55.70222770742451)
parkomat.461,1412,2525,Betalingsautomat,6252,Blå,IØ,Sankt Jakobs Gade,18,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580850347995286 55.702277794433876)
parkomat.462,1414,2527,Betalingsautomat,2440,Blå,IØ,Gustav Adolfs Gade,5,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57924132938403 55.70270558036569)
parkomat.463,1415,2528,P-info,6256,Blå,IØ,Sankt Jakobs Plads,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578332487246877 55.70322816308547)
parkomat.464,1416,2529,Betalingsautomat,5984,Blå,IØ,Rothesgade,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578914885720053 55.70352311503169)
parkomat.465,1417,2530,P-info,5984,Blå,IØ,Rothesgade,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579993993108047 55.703609809878216)
parkomat.466,1418,2531,P-info,5172,Blå,IØ,Nøjsomhedsvej,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578476585563648 55.70451383888991)
parkomat.467,1419,2532,Betalingsautomat,5172,Blå,IØ,Nøjsomhedsvej,13,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579544208274633 55.70472786336384)
parkomat.468,1420,2533,Betalingsautomat,8292,Blå,IØ,Viborggade,6,Inventarzone,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578497520287257 55.705042056548436)
parkomat.469,1421,2534,P-info,8292,Blå,IØ,Viborggade,19,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580009460110999 55.7053038962597)
parkomat.470,1422,2535,Betalingsautomat,8668,Blå,IØ,Ålborggade,24,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57963361686067 55.705592433038674)
parkomat.471,1423,2536,P-info,8668,Blå,IØ,Ålborggade,9,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578707167960735 55.70560549309209)
parkomat.472,1424,2537,P-info,8696,Blå,IØ,Århusgade,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578379210233694 55.70591705852251)
parkomat.473,1425,2538,Betalingsautomat,8696,Blå,IØ,Århusgade,13,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579202291398113 55.70609866002142)
parkomat.474,1426,2539,Betalingsautomat,8696,Blå,IØ,Århusgade,37,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581358946148702 55.70630686896899)
parkomat.475,1427,2540,P-info,8696,Blå,IØ,Århusgade,50,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58213831372281 55.70621897861154)
parkomat.476,1428,2541,Betalingsautomat,8696,Blå,IØ,Århusgade,64,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58319216496922 55.70638668092621)
parkomat.477,1429,2542,P-info,8696,Blå,IØ,Århusgade,83,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58432190674611 55.70660413696617)
parkomat.478,1430,2543,Betalingsautomat,8696,Blå,IØ,Århusgade,91,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585296215401408 55.7067194827706)
parkomat.479,1431,2544,Betalingsautomat,6384,Blå,IØ,Silkeborggade,24,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58464903238971 55.70628505761241)
parkomat.480,1432,2545,Betalingsautomat,8292,Blå,IØ,Viborggade,82,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585813750292075 55.705806516604085)
parkomat.481,1433,2546,Betalingsautomat,8132,Blå,IØ,Vejlegade,10A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584908006048192 55.70523849727749)
parkomat.482,1434,2547,Betalingsautomat,8132,Blå,IØ,Vejlegade,9,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586517455466504 55.70537447019231)
parkomat.483,1435,2548,Betalingsautomat,3032,Blå,IØ,Horsensgade,9,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586260049602442 55.70476511658222)
parkomat.484,1436,2549,P-info,6384,Blå,IØ,Silkeborggade,8,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585149310243724 55.70456437390614)
parkomat.485,1437,2550,Betalingsautomat,3940,Blå,IØ,Krausesvej,15C,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584176199416952 55.70475701737482)
parkomat.486,1438,2551,P-info,3940,Blå,IØ,Krausesvej,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582741976881998 55.70469915398856)
parkomat.487,1439,2552,Betalingsautomat,5716,Blå,IØ,Randersgade,24,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58114927391035 55.70454953994713)
parkomat.488,1440,2553,Betalingsautomat,8292,Blå,IØ,Viborggade,40,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581678728994946 55.7054031280128)
parkomat.489,1441,2554,P-info,8292,Blå,IØ,Viborggade,74,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583899362782772 55.70560934679697)
parkomat.490,1442,2555,Betalingsautomat,3636,Blå,IØ,Kertemindegade,5,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578485704861768 55.70852538678607)
parkomat.491,1443,2556,P-info,6988,Blå,IØ,Strandboulevarden,143,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580487534369729 55.70904640358942)
parkomat.492,1444,2557,Betalingsautomat,6988,Blå,IØ,Strandboulevarden,127,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582383925751772 55.70902097794387)
parkomat.493,1445,2558,P-info,6988,Blå,IØ,Strandboulevarden,109,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584912428693759 55.70859917821154)
parkomat.494,1446,2559,P-info,8452,Blå,IØ,Vordingborggade,39,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58470726151559 55.70806716701868)
parkomat.495,1447,2560,Betalingsautomat,4540,Blå,IØ,Løgstørgade,29,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584053105904 55.70846146416718)
parkomat.496,1448,2561,P-info,4540,Blå,IØ,Løgstørgade,21,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583569860188407 55.707884754423716)
parkomat.497,1449,2562,Betalingsautomat,3928,Blå,IØ,Korsørgade,21,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5830153219697 55.707329043863396)
parkomat.498,1450,2563,P-info,8700,Blå,IØ,Århus Plads,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582663292785263 55.706642526369855)
parkomat.499,1451,2564,Betalingsautomat,6384,Blå,IØ,Silkeborggade,41,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584267525282218 55.70707445839436)
parkomat.500,1452,2565,P-info,3928,Blå,IØ,Korsørgade,37,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.585574266051282 55.707247670592004)
parkomat.501,1453,2566,Betalingsautomat,6384,Blå,IØ,Silkeborggade,38,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584614083134083 55.7076564080912)
parkomat.502,1454,2567,Betalingsautomat,3828,Blå,IØ,Koldinggade,27,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581163534756017 55.706882773574456)
parkomat.503,1455,2568,Betalingsautomat,5716,Blå,IØ,Randersgade,61,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580149402616996 55.70696868386141)
parkomat.504,1456,2569,Betalingsautomat,3828,Blå,IØ,Koldinggade,3,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578262869019696 55.70687286422797)
parkomat.505,1457,2570,P-info,3828,Blå,IØ,Koldinggade,10,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579303037286527 55.70671305686621)
parkomat.506,1458,2571,P-info,8452,Blå,IØ,Vordingborggade,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578106663887585 55.70790867171329)
parkomat.507,1459,2572,Betalingsautomat,8452,Blå,IØ,Vordingborggade,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579382077059913 55.708043207690444)
parkomat.508,1460,2573,P-info,5716,Blå,IØ,Randersgade,67,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.579857121725206 55.70771702261427)
parkomat.509,1461,2574,P-info,8452,Blå,IØ,Vordingborggade,22,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580410975674805 55.707912484790796)
parkomat.510,1462,2575,P-info,5716,Blå,IØ,Randersgade,71,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57967870355733 55.708601437721455)
parkomat.511,1463,2576,Betalingsautomat,0660,Blå,IØ,Bogensegade,5,Eksisterende fortovsø,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580474233766338 55.70860411816555)
parkomat.512,1464,2577,P-info,0252,Blå,IØ,Assensgade,4,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581531566055416 55.708517832009576)
parkomat.513,1465,2578,Betalingsautomat,2060,Blå,IØ,Fåborggade,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58221046222394 55.708050575280616)
parkomat.514,1466,2579,P-info,7156,Blå,IØ,Svendborggade,12,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58333249475246 55.70866030175013)
parkomat.515,1467,2580,P-info,7156,Blå,IØ,Svendborggade,2,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583341537946806 55.70802297218914)
parkomat.516,1468,2581,P-info,2968,Blå,IØ,Holbækgade,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58227753069522 55.70745286291416)
parkomat.517,1469,2582,P-info,3928,Blå,IØ,Korsørgade,14,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581833806855803 55.70724105598587)
parkomat.518,1800,2583,P-info,8452,,IØ,Vordingborggade,84,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.586946912653087 55.70798188234284)
parkomat.519,1470,2584,P-info,3928,Blå,IØ,Korsørgade,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.580950953311595 55.70737656560132)
parkomat.520,1471,2585,Betalingsautomat,1784,Blå,IØ,Fiskedamsgade,26,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.587130915148645 55.70031236308684)
parkomat.521,1345,2586,P-info,8572,Blå,IØ,Østbanegade,43,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591591546456748 55.698355570768385)
parkomat.522,1346,2587,Betalingsautomat,8572,Blå,IØ,Østbanegade,33,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59166601044591 55.69736302232866)
parkomat.523,1347,2588,Betalingsautomat,8572,Blå,IØ,Østbanegade,27,,2000182,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591385562674043 55.69653032893414)
parkomat.524,1322,2589,P-info,8356,Blå,IØ,Willemoesgade,31,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.582682588042251 55.69788046580371)
parkomat.525,354,2730,Betalingsautomat,4352,Grøn,IB,Linnésgade,OF/2,,2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568645506862255 55.6820730498208)
parkomat.526,357,2734,Betalingsautomat,8612,Rød,IB,Øster Voldgade,2D,"Blivende, eksisterende fortovsø",2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.575036438787164 55.68535505024993)
parkomat.527,358,2735,Betalingsautomat,0716,Grøn,IB,Borgergade,2,"Blivende, eksisterende fortovsø",2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583902525785541 55.68230244495763)
parkomat.528,359,2736,P-info,0716,Grøn,IB,Borgergade,14,"Blivende, eksisterende fortovsø",2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58441824769132 55.68290211780709)
parkomat.529,360,2737,Betalingsautomat,0716,Grøn,IB,Borgergade,16,"Blivende, eksisterende fortovsø",2000166,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58510582117081 55.68367288461388)
parkomat.530,361,2738,P-info,1956,Rød,IB,Frederiksholms Kanal,12,,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576173815308469 55.67514837973006)
parkomat.531,362,2739,Betalingsautomat,2272,Rød,IB,Gothersgade,52,,2000162,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.581776834200864 55.682455455197214)
parkomat.532,532,2740,Betalingsautomat,2564,Grøn,IB,Hammerichsgade,14,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563896000484936 55.67795921403838)
parkomat.533,533,2741,Betalingsautomat,4292,Grøn,IB,Lille Strandstræde,24,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590220455103141 55.681447788251106)
parkomat.534,278,2742,P-info,5220,Rød,IB,Nørre Voldgade,,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568447096410232 55.6808074051118)
parkomat.535,536,2873,Betalingsautomat,0832,Rød,IB,Bremerholm,29,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.58353094362023 55.67825326374634)
parkomat.536,537,2876,Betalingsautomat,8366,Rød,IB,Vindebrogade,,"Blivende, eksisterende fortovsø",2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.578622862268853 55.67707602629267)
parkomat.537,538,2878,P-info,4988,Rød,IB,Nikolajgade,24,,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583077164406136 55.67761817900043)
parkomat.538,32,2880,P-info,7652,Grøn,VB,Trommesalen,7,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560650573628998 55.67400322051913)
parkomat.539,4,2881,Betalingsautomat,2832,Grøn,VB,Herholdtsgade,1,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561348403401713 55.675959905803275)
parkomat.540,1774,2897,P-info,4552,Rød,IB,Lønporten,2,"Blivende, eksisterende fortovsø",2000151,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.57863219837177 55.68285488042016)
parkomat.541,541,3001,P-info,1640,Blå,VB,Eriksgade,9,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557421032658729 55.66956375100271)
parkomat.542,542,3002,Betalingsautomat,1664,Blå,VB,Eskildsgade,31,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556851679495278 55.66952452379175)
parkomat.543,543,3003,Betalingsautomat,3312,Blå,VB,Istedgade,65,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556737929294343 55.67011788610296)
parkomat.544,544,3004,P-info,3312,Blå,VB,Istedgade,60,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555017293478171 55.6697701304124)
parkomat.545,545,3005,Betalingsautomat,1664,Blå,VB,Eskildsgade,26,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555601680255165 55.67054318766514)
parkomat.546,546,3006,P-info,1664,Blå,VB,Eskildsgade,6,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554728151179686 55.67138718213803)
