FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,wkb_geometry
trafiktaelling.594,7603,Jyllingevej,Gangbro over Jyllingevej ved Jyllingevej Station,98,100,Øvrige tællinger,,,,,,,,,134,200,200,,,,,,,200,20181108,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cWm4xf0b6r.pdf,,,0,,,,,POINT (12.47661419262527 55.69086545058433)
trafiktaelling.595,7604,Lersø Parkallé,Gangbro over Lersø Parkallé,,100,Øvrige tællinger,,,,,,,,,138,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/m6fkXWdcKo.pdf,,,,,,,,POINT (12.551488744970797 55.712378241347594)
trafiktaelling.596,7605,Banefløjstien,Gangbro på Banefløjstien over fæstningsgraven,,100,Øvrige tællinger,,,,,,,,,400,500,500,,,,,,,500,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/zvzgIC5tzv.pdf,,,,,,,,POINT (12.461511875591372 55.71187132614886)
trafiktaelling.597,7606,Korsager Allé,Gangtunnel mellem Korsager Allé og Åvendingen,,100,Øvrige tællinger,,,,,,,,,618,700,700,,,,,,,700,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SuyQvsYx9w.pdf,,,,,,,,POINT (12.466551216982996 55.70625832757827)
trafiktaelling.598,7607,Amager Boulevard,Gangtunnel under Amager Boulevard ved Thorshavnsgade,4,100,Øvrige tællinger,,,,,,,,,439,500,500,,,,,,,500,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Qn5DjEuo44.pdf,,,,,,,,POINT (12.581137777278908 55.669099792433805)
trafiktaelling.696,9676,Kristen Bernikows Gade,FOD,-,100,Øvrige tællinger,,,,,,,,,8146,9500,9900,,,,,,,9500,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/JYZ5FsvTbE.pdf,,,0,,,,,POINT (12.582313413901957 55.680104670968035)
trafiktaelling.599,7608,Amagerbrogade,Gangtunnel under Amagerbrogade ved Hans Bogbinders Allé,156,100,Øvrige tællinger,,,,,,,,,166,200,200,,,,,,,200,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sPxYlPfPRK.pdf,,,,,,,,POINT (12.610188468263908 55.655089495599)
trafiktaelling.600,7609,Emdrupvej,Gangtunnel under Emdrupvej ved Banebrinken,88,100,Øvrige tællinger,,,,,,,,,70,100,100,,,,,,,100,20120522,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/j6d6pwGtgm.pdf,,,,,,,,POINT (12.539596800251775 55.722713061037496)
trafiktaelling.601,7610,Frederikssundsvej ,Gangtunnel under Frederikssundsvej ved Hyrdevangen,125A,100,Øvrige tællinger,,,,,,,,,157,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/wMkTnktTju.pdf,,,,,,,,POINT (12.509765635558928 55.70586455822293)
trafiktaelling.602,7611,Jagtvej,Gangtunnel under Jagtvej ved Hans Egedes Gade,34,100,Øvrige tællinger,,,,,5,,0,0,156,200,200,,,,,,,200,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fSCnOo7yVO.pdf,,,,,,,,POINT (12.544204226432255 55.69027042308517)
trafiktaelling.603,7612,Jagtvej,Gangtunnel under Jagtvej ved Stevnsgade,78,100,Øvrige tællinger,,,,,3,,0,0,140,200,200,,,,,,,200,20161012,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lJwMZX4VYe.pdf,,,,,,,,POINT (12.551566854607023 55.69672541466321)
trafiktaelling.604,7613,Lyshøjgårdsvej,Gangtunnel under jernbane ved Fengersvej,,100,Øvrige tællinger,,,,,,,,,2738,3200,3300,,,,,,,3200,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OoYl7zMBAY.pdf,,,,,,,,POINT (12.507698975527395 55.6637205582828)
trafiktaelling.605,7614,Oslo Plads ,Gangtunnel under Oslo Plads nordøst,,100,Øvrige tællinger,,,,,,,,,3450,4000,4200,,,,,,,4000,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YuBLNLwtYI.pdf,,,,,,,,POINT (12.586415305208828 55.69246555347844)
trafiktaelling.606,7615,Oslo Plads ,Gangtunnel under Oslo Plads sydvest,,100,Øvrige tællinger,,,,,,,,,456,500,600,,,,,,,500,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vEQmKXnrQg.pdf,,,,,,,,POINT (12.587025222505659 55.69213576143758)
trafiktaelling.607,7616,Peder Lykkes Vej,Gangtunnel under Peder Lykkes Vej ved Tingvej,59C,100,Øvrige tællinger,,,,,,,,,327,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZwwKROrTQX.pdf,,,,,,,,POINT (12.599457240887451 55.65457765805257)
trafiktaelling.608,7617,Roskildevej,Gangtunnel under Roskildevej ved Ålholm Station,130,100,Øvrige tællinger,,,,,,,,,224,300,300,,,,,,,300,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xtZWYZ1GkU.pdf,,,,,,,,POINT (12.493872995002475 55.672474561264416)
trafiktaelling.609,7618,Sjælør Boulevard,Gangtunnel under Sjælør Boulevard ved Sjælør Station,,100,Øvrige tællinger,,,,,,,,,111,100,100,,,,,,,100,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nlrnoG0MSb.pdf,,,,,,,,POINT (12.527456337938816 55.65203761633979)
trafiktaelling.610,7619,Slotsherrensvej,Gangtunnel under Slotsherrensvej ved Islev Station,137,100,Øvrige tællinger,,,,,,,,,105,100,100,,,,,,,100,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CDY83mXNEB.pdf,,,,,,,,POINT (12.469716333090332 55.69957401436183)
trafiktaelling.611,7620,Sølvgade,Gangtunnel under Sølvgade ved Botanisk Have,79,100,Øvrige tællinger,,,,,,,,,64,100,100,,,,,,,100,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/swQj87AIv9.pdf,,,,,,,,POINT (12.575743217577362 55.68877854833598)
trafiktaelling.612,7621,Sølvgade,Gangtunnel under Sølvgade ved Rigensgade,,100,Øvrige tællinger,,,,,26,,0,0,314,400,400,,,,,,,400,20161109,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/X9OJdY9UlH.pdf,,,,,,,,POINT (12.58206053213789 55.68648996569281)
trafiktaelling.613,7622,Tagensvej,Gangtunnel under Tagensvej ved Arresøgade,18B,100,Øvrige tællinger,,,,,,,,,108,100,100,,,,,,,100,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Ck89DYUKEn.pdf,,,,,,,,POINT (12.55770933182667 55.697641910232846)
trafiktaelling.614,7623,Tomgårdsvej,Gangtunnel under Tomsgårdsvej ved Hovmestervej,69,100,Øvrige tællinger,,,,,,,,,383,400,500,,,,,,,400,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CIOLdKuzXp.pdf,,,,,,,,POINT (12.528595082441793 55.71029999063225)
trafiktaelling.615,7624,Tuborgvej,Gangtunnel under Tuborgvej ved Bispebjerg Parkallé,172A,100,Øvrige tællinger,,,,,,,,,506,600,600,,,,,,,600,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mJgaHGvVcc.pdf,,,,,,,,POINT (12.541020413463418 55.71941837953969)
trafiktaelling.616,7625,Tuborgvej,Gangtunnel under Tuborgvej ved Rymarksvej,66,100,Øvrige tællinger,,,,,,,,,472,600,600,,,,,,,600,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jSZ3EOzoeI.pdf,,,,,,,,POINT (12.563461560033932 55.72788566135158)
trafiktaelling.617,7626,Vigerslevvej,Gangtunnel under Vigerslevvej ved Hansstedsvej,99,100,Øvrige tællinger,,,,,23,,0,0,70,100,100,,,,,,,100,20160926,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LdgPqku5sJ.pdf,,,,,,,,POINT (12.48434872743389 55.66542720818396)
trafiktaelling.618,7627,Østerbrogade,Gangtunnel under Østerbrogade ved Koldinggade,136,100,Øvrige tællinger,,,,,,,,,215,300,300,,,,,,,300,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/moY37RjqR0.pdf,,,,,,,,POINT (12.577401627662502 55.70655194705803)
trafiktaelling.619,7628,Østerbrogade,Gangtunnel under Østerbrogade ved Sionsgade,190,100,Øvrige tællinger,,,,,,,,,300,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GQOspFptXw.pdf,,,,,,,,POINT (12.577571002990581 55.71101573655682)
trafiktaelling.620,7629,Østerbrogade,Gangtunnel under Østerbrogade ved Sortedam Dossering,60,100,Øvrige tællinger,,,,,,,,,535,600,600,,,,,,,600,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/16DBpBFVFG.pdf,,,,,,,,POINT (12.578842180923793 55.697859421960764)
trafiktaelling.621,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,,,,,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rswGYFTwVV.pdf,,,,,,,,POINT (12.5775112256451 55.715633565490066)
trafiktaelling.622,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,20,,0,0,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QNep4PMeYl.pdf,,,,,,,,POINT (12.5775112256451 55.715633565490066)
trafiktaelling.623,7631,Teglværksbroen,,,100,Øvrige tællinger,,,,,,,,,2264,2600,2700,,,,,,,2600,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rjBWqUvjh2.pdf,,,,,,,,POINT (12.550517455886 55.64772094465158)
trafiktaelling.624,7632,Tove Ditlevsens Plads,,,100,Øvrige tællinger,,,,,889,,900,1100,2580,3000,3100,,,,,,,3000,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oeVwjyEUc9.pdf,,,,,,,,POINT (12.54551165229612 55.66925915596502)
trafiktaelling.625,7633,Valby Langgade,FOD,125,100,Øvrige tællinger,,,,,,,,,2278,2700,2800,,,,,,,2700,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/D5FHLFphok.pdf,,,,,,,,POINT (12.504076823174252 55.6667500525575)
trafiktaelling.626,7634,Valbyparken,Valbyparken - stien øst for Kalvebodstien ,,100,Øvrige tællinger,,,,,126,"0,8",100,200,130,200,200,,,,,,,200,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gbdC7mO40r.pdf,,0.80000001,,,,,,POINT (12.52568441005027 55.637345855541994)
trafiktaelling.627,7635,Vesterbrogade ,Vesterbrogade - ved Tivoli/Bryggeriet,3,100,Øvrige tællinger,,,,,,,,,22997,26900,27800,,,,,,,26900,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/prdlrr7qcz.pdf,,,,,,,,POINT (12.565946323498252 55.67490460097625)
trafiktaelling.628,7636,Yrsa Plads,,,100,Øvrige tællinger,,,,,7527,"2,6",7800,9200,2797,3300,3400,,,,,,,3300,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R51vdUYxnw.pdf,,2.5999999,,,,,,POINT (12.558022853052442 55.66535866549482)
trafiktaelling.629,8001,Hyltebjerg Allé,vest for Ålekistevej,,9999,Øvrige tællinger,1242,"1,7",1500,1600,2928,,3000,3600,,,,,,,,,,,20140521,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6ee0pdCfBE.pdf,1.70000005,,,,,,,POINT (12.483105192435882 55.68266687241436)
trafiktaelling.630,8005,Langelinjebroen,Cykel- og gangbro,,100,Øvrige tællinger,,,,,1368,,1400,1700,1076,1300,1300,,,,,,,1300,20100615,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/l1KJYL1q0z.pdf,,,,,,,,POINT (12.59209526049701 55.69519309394248)
trafiktaelling.697,9677,Lygten,FOD,2C,100,Øvrige tællinger,,,,,,,,,6423,7500,7800,,,,,,,7500,20150818,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/S7K7eY0COF.pdf,,,,,,,,POINT (12.537646378691752 55.702163886848126)
trafiktaelling.631,8006,Cykelruten,syd for Tagensvej,,100,Øvrige tællinger,,,,,5546,"2,7",5700,6800,1060,1200,1300,,,,,,,1200,20190919,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/EWx7bVTR3G.pdf,,2.70000005,,,41,"0,6",,POINT (12.544200668469932 55.70427847067259)
trafiktaelling.632,8007,Tycho Brahes Allé,vest for Kastrupvej,40,100,Øvrige tællinger,435,"0,9",500,600,385,"0,1",400,500,445,500,500,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/m9KTjlNqkE.pdf,0.89999998,0.1,,,,,,POINT (12.61492196819693 55.65608040778611)
trafiktaelling.633,8008,Lillegrund,nordøst for Kirkegårdsvej,8,100,Øvrige tællinger,565,"4,1",700,700,614,"4,7",600,700,461,500,600,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/j8Gylbb2tp.pdf,4.0999999,4.69999981,,,,,,POINT (12.612583214607529 55.658012326991994)
trafiktaelling.634,8009,Øresundsvej,nordøst for Kirkegårdsvej,33,100,Øvrige tællinger,5104,"3,4",6000,6700,2254,"1,1",2300,2700,1664,1900,2000,,,,,,,1900,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CEXsUVC1kp.pdf,3.4000001,1.10000002,,,,,,POINT (12.61103487590134 55.659870147908535)
trafiktaelling.635,8010,Frankrigsgade,øst for Ålandsgade,21,100,Øvrige tællinger,1443,"3,0",1700,1900,1052,"0,8",1100,1300,1025,1200,1200,,,,,,,1200,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/6u7Jl2lXHt.pdf,3,0.80000001,,,,,,POINT (12.608298407655306 55.66194680204511)
trafiktaelling.636,8011,Cykelruten,syd for Nørrebrogade - Cafe Castro,,100,Øvrige tællinger,,,,,8028,"3,0",8300,9800,1869,2200,2300,,,,,,,2200,20190919,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/pmWeNW19ee.pdf,,3,,,60,"0,6",,POINT (12.54152923938923 55.69880859326526)
trafiktaelling.637,8012,Sydbanestien,øst for Sjælør Boulevard,,100,Øvrige tællinger,,,,,716,"2,4",700,900,160,200,200,,,,,,,200,20090526,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iqaGnEfTf8.pdf,,2.4000001,,,,,,POINT (12.528580816671527 55.651999639220186)
trafiktaelling.638,9001,Kødboderne,nordøst for Skelbækgade,3,100,Øvrige tællinger,3205,"3,0",3700,4200,1702,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kU6ddODRIt.pdf,3,,95,,,,,POINT (12.55815534649189 55.666366702877966)
trafiktaelling.639,9002,Høkerboderne,sydøst for Halmtorvet,11,100,Øvrige tællinger,609,"12,5",700,800,1746,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hYbDNnhSSa.pdf,12.5,,,,,,,POINT (12.557519148453176 55.668456677881615)
trafiktaelling.640,9003,Slagterboderne,sydøst for Halmtorvet,4,100,Øvrige tællinger,1715,"4,6",2000,2200,768,,800,900,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dn5zddJGl.pdf,4.5999999,,,,,,,POINT (12.558566000720125 55.669017887850124)
trafiktaelling.641,9004,Staldgade,nordvest for Ingerslevsgade,32,100,Øvrige tællinger,928,"9,9",1100,1200,266,,300,300,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iawByh33Fd.pdf,9.89999962,,,,,,,POINT (12.562933805520592 55.667978498205116)
trafiktaelling.642,9005,Dronningens Tværgade,Øst for Borgergade,24,100,Øvrige tællinger,5472,"4,6",6400,7200,2650,"3,1",2700,3200,,,,,,,,,,,20141008,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/47y7VYSdrn.pdf,4.5999999,3.0999999,,,,,,POINT (12.586381108462522 55.6838304469952)
trafiktaelling.643,9013,Borgervænget,øst for Hans Knudsens Plads,7,100,Øvrige tællinger,900,"12,7",1100,1200,800,,800,1000,,,,,,,,,,,20091021,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Tv2UdW0p9P.pdf,12.69999981,,,,,,,POINT (12.561379519248247 55.713594242932274)
trafiktaelling.644,9014,Wittenberggade,øst for Moselgade,37,100,Øvrige tællinger,4103,"2,0",4800,5400,3243,"2,2",3300,4000,1920,2200,2300,,,,,,,2200,20090421,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nll6stCf7O.pdf,2,2.20000005,,,,,,POINT (12.61221826734709 55.66179348885956)
trafiktaelling.645,9015,Carl Jacobsens Vej,øst for Gl. Køge Landevej,35,100,Øvrige tællinger,3700,"7,9",4300,4800,900,"2,6",900,1100,300,400,400,,,,,,,400,20090526,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mNh7VfQzIV.pdf,7.9000001,2.5999999,,,,,,POINT (12.513213495829481 55.655459926763676)
trafiktaelling.646,9016,Willemoesgade,øst for Østerbrogade,3,100,Øvrige tællinger,700,"1,7",800,900,500,,500,600,,,,,,,,,,,20090520,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lV4KfZpJ66.pdf,1.70000005,,,,,,,POINT (12.580256200076358 55.69726765209504)
trafiktaelling.647,9017,Fiskedamsgade,nord for Classensgade,3,100,Øvrige tællinger,600,"3,1",700,800,600,,600,700,,,,,,,,,,,20090520,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RAmtKFc02y.pdf,3.0999999,,,,,,,POINT (12.588418683414108 55.69866235924387)
trafiktaelling.648,9018,Slagelsegade,øst for Østerbrogade,6,100,Øvrige tællinger,1049,"2,6",1200,1400,1578,"4,3",1600,1900,871,1000,1100,,,,,,,1000,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BInp90Pb0n.pdf,2.5999999,4.30000019,,,,,,POINT (12.579440588872169 55.69825697556637)
trafiktaelling.649,9019,J.E. Ohlsens Gade,øst for Østerbrogade,4,100,Øvrige tællinger,413,"2,4",500,500,329,"7,3",300,400,495,600,600,,,,,,,600,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/xLJlOJO45w.pdf,2.4000001,7.30000019,,,,,,POINT (12.578246430166619 55.70159271915641)
trafiktaelling.650,9020,Carl Johans Gade,øst for Østerbrogade,3,100,Øvrige tællinger,204,"2,5",200,300,351,"6,3",400,400,408,500,500,,,,,,,500,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/rcx7s6efRP.pdf,2.5,6.30000019,,,,,,POINT (12.578326183502188 55.702093149917765)
trafiktaelling.651,9021,Gustav Adolfs Gade,øst for Østerbrogade,3,100,Øvrige tællinger,473,"1,5",600,600,367,"7,1",400,400,502,600,600,,,,,,,600,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/R0371gZRGI.pdf,1.5,7.0999999,,,,,,POINT (12.578349497704043 55.70258247365169)
trafiktaelling.652,9022,Weidekampsgade,vest for Ørestads Boulevard,3,100,Øvrige tællinger,1200,"3,1",1400,1600,700,,700,900,,,,,,,,,,,20090820,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/G96PoekYdL.pdf,3.0999999,,,,,,,POINT (12.585323693899234 55.66597918997105)
trafiktaelling.653,9023,Sankt Jacobs Gade,sydøst for Ribegade,18,100,Øvrige tællinger,473,"3,8",600,600,703,"8,5",700,900,808,900,1000,,,,,,,900,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PlkSg7gOW9.pdf,3.79999995,8.5,,,,,,POINT (12.581043677061933 55.70229072396002)
trafiktaelling.654,9024,Sorøgade,nord for Slagelsegade,4,100,Øvrige tællinger,758,"2,1",900,1000,744,"5,5",800,900,943,1100,1100,,,,,,,1100,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/4zinZ0BlX5.pdf,2.0999999,5.5,,,,,,POINT (12.580914510483518 55.69894296547806)
trafiktaelling.655,9028,Alsgade,vest for Slesvigsvej,13,100,Øvrige tællinger,700,3,800,900,200,,200,200,300,400,400,,,,,,,400,20101104,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sHRWzzEtHh.pdf,3,,,,,,,POINT (12.53984820081136 55.66508446981981)
trafiktaelling.656,9030,Center Boulevard,syd for C.F.Møllers Allé,,100,Øvrige tællinger,8300,"3,4",9700,10900,200,,200,200,,,,,,,,,,,20101213,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TORu2PFr6v.pdf,3.4000001,,,,,,,POINT (12.573443534683596 55.634644373895824)
trafiktaelling.657,9031,Kalkbrænderihavnsgade,syd for tunnel ved Ndr. Frihavnsgade,,100,Øvrige tællinger,,,,,2600,"1,3",2700,3200,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jvddIydlae.pdf,,1.29999995,,,,,,POINT (12.59211311391587 55.703440172748685)
trafiktaelling.658,9032,Reventlowsgade,syd for vesterbrogade,4,100,Øvrige tællinger,6600,7,7700,8600,2800,,2900,3400,,,,,,,,,,,20111006,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FxM5C6ljzb.pdf,7,,,,,,,POINT (12.562917981308976 55.67337626950716)
trafiktaelling.659,9033,Strandboulevarden,syd for Nordre Frihavnsgade,55,100,Øvrige tællinger,,,,,3600,"2,7",3700,4400,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fQCMUQvzvl.pdf,,2.70000005,,,,,,POINT (12.588014136616888 55.70305345819816)
trafiktaelling.660,9034,Danneskiold-Samsøes Allé,ud for Eik Skaløe's Plads,,100,Øvrige tællinger,2300,"4,7",2700,3000,600,,600,700,,,,,,,,,,,20101216,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0mPFBBpN7l.pdf,4.69999981,,,,,,,POINT (12.606213330672427 55.68305474482197)
trafiktaelling.661,9035,Flensborggade,syd for Ullerupgade,22,100,Øvrige tællinger,500,"1,7",600,700,800,,800,1000,,,,,,,,,,,20100908,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/M8wTAOWAq3.pdf,1.70000005,,,,,,,POINT (12.547212456634929 55.66785648079408)
trafiktaelling.662,9036,Grøndalsvænge Allé,syd for Hillerødgade,2,100,Øvrige tællinger,700,"1,7",800,900,1300,,1300,1600,,,,,,,,,,,20101117,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gNUGpGYQ7F.pdf,1.70000005,,,,,,,POINT (12.521536575899729 55.69588910199282)
trafiktaelling.663,9037,Hillerødgade,øst for Esromgade,17,100,Øvrige tællinger,6300,"4,8",7400,8300,4300,,4400,5200,,,,,,,,,,,20101123,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZlMT4RMIvT.pdf,4.80000019,,,,,,,POINT (12.540518322496613 55.69721103938275)
trafiktaelling.664,9038,Irlandsvej,syd for Vejlands Allé,90,100,Øvrige tællinger,3200,"2,5",3700,4200,1100,,1100,1300,,,,,,,,,,,20101109,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/JBUA6Dz50o.pdf,2.5,,,,,,,POINT (12.606942063920847 55.64234905293757)
trafiktaelling.665,9039,Njalsgade,øst for Ørestads Boulevard,80,100,Øvrige tællinger,6400,"6,1",7500,8400,6900,,7100,8400,1500,1800,1800,,,,,,,1800,20100929,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/w9NAiDYDzo.pdf,6.0999999,,,,,,,POINT (12.587548666987502 55.66370801968671)
trafiktaelling.666,9040,Ny Carlsberg Vej,vest for Dannevirkegade,31,100,Øvrige tællinger,2472,"0,4",2900,3200,2434,,2500,3000,2189,2600,2600,,,,,,,2600,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Bkn0TMWqP3.pdf,0.40000001,,0,,,,,POINT (12.54195552035054 55.666170358078304)
trafiktaelling.667,9041,Nørre Allé,syd for Nørre Sideallé,17,100,Øvrige tællinger,3200,"2,5",3700,4200,5100,,5300,6200,,,,,,,,,,,20100915,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qBp5IpxCnb.pdf,2.5,,,,,,,POINT (12.561072497763373 55.692827590246)
trafiktaelling.668,9042,Prinsessegade,nordøst for Bådsmandsstræde,45,100,Øvrige tællinger,2700,"9,1",3200,3500,9100,,9400,11100,,,,,,,,,,,20110921,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/W0z1hatAP7.pdf,9.10000038,,,,,,,POINT (12.596794857228318 55.6739060582048)
trafiktaelling.669,9043,Skoleholdervej,vest for Smedetoften,57,100,Øvrige tællinger,1700,"2,6",2000,2200,500,,500,600,,,,,,,,,,,20101116,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kUATyNmbPS.pdf,2.5999999,,,,,,,POINT (12.520475111277142 55.711147989712586)
trafiktaelling.670,9044,Øster Farimagsgade,nord for Hallinsgade,40,100,Øvrige tællinger,5500,7,6400,7200,4000,,4100,4900,,,,,,,,,,,20101202,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kaKvpB6uM9.pdf,7,,,,,,,POINT (12.577436018177243 55.6927348085392)
trafiktaelling.671,9630,Høkerboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,2440,2900,3000,,,,,,,2900,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OQtsnPC3u2.pdf,,,,,,,,POINT (12.557378626062082 55.668561461435345)
trafiktaelling.672,9631,Slagterboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,5500,6400,6700,,,,,,,6400,20150911,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fAYJw9UMfP.pdf,,,,,,,,POINT (12.558662933811465 55.66893663089106)
trafiktaelling.673,9632,Slagterboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,2475,2900,3000,,,,,,,2900,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YPpN9Fiace.pdf,,,,,,,,POINT (12.557965680189106 55.66628206662864)
trafiktaelling.674,9641,Købmagergade,Fodgængere_cykler,3,100,Øvrige tællinger,176,,200,200,810,,800,1000,26545,31100,32100,,,,,,,31100,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/aiHo80apYc.pdf,,,0,,,,,POINT (12.579533297317404 55.679283342920954)
trafiktaelling.675,9642,Prinsessegade_Sankt_Annæ_gade_X,KRYDS,3,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20141104,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/md5gsghUPa.pdf,,,,,,,,POINT (12.594254152571756 55.67237874970896)
