FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,wkb_geometry
trafiktaelling.505,6632,Sankt Kjelds Gade,fodgængertælling 7-21,30,100,Øvrige tællinger,,,,,,,,,1218,1400,1500,,,,,,,1400,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.566247741621355 55.70994194359535)
trafiktaelling.506,6633,Langøgade,fodgængertælling 7-21,22,100,Øvrige tællinger,,,,,,,,,288,300,300,,,,,,,300,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.568746311185995 55.70981095139219)
trafiktaelling.507,6634,Tåsingegade,fodgængertælling 7-21,42,100,Øvrige tællinger,,,,,,,,,642,800,800,,,,,,,800,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.569241320285146 55.710140695107356)
trafiktaelling.508,6635,Tåsingegade,fodgængertælling 7-21,62,100,Øvrige tællinger,,,,,,,,,738,900,900,,,,,,,900,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.567077770952643 55.710320285505844)
trafiktaelling.509,6636,Sejrøgade,fodgængertælling 7-21,14,100,Øvrige tællinger,,,,,,,,,714,800,900,,,,,,,800,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.564133200409511 55.71054586343597)
trafiktaelling.510,6637,Æbeløgade,fodgængertælling 7-21,1,100,Øvrige tællinger,,,,,,,,,834,1000,1000,,,,,,,1000,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.564333899920562 55.71104749986946)
trafiktaelling.511,6638,Nygårdsvej,fodgængertælling 7-21,81,100,Øvrige tællinger,,,,,,,,,1104,1300,1300,,,,,,,1300,20130813,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aEVxU6ro99.pdf,,,,,,,,POINT (12.566918387791002 55.71083822115063)
trafiktaelling.512,7005,Dr. Louises Bro,ud for statuen,,100,Øvrige tællinger,,,,,,,,,10095,11800,12200,,,,,,,11800,20190912,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/VVwvXADxFs.pdf,,,,,,,,POINT (12.563234046436898 55.687050833278434)
trafiktaelling.513,7052,Vesterbrogade,,2D,100,Øvrige tællinger,,,,,,,,,5455,6400,6600,,,,,,,6400,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CcCgHgwDNl.pdf,,,,,,,,POINT (12.566374525436348 55.675440686573126)
trafiktaelling.514,7101,Nyhavn,nordvest for Lille Strandstræde,5,100,Øvrige tællinger,61,,100,100,226,,200,300,18898,22100,22900,,,,18898,18900,19700,22100,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6a46ZU0LuB.pdf,,,,,,,,POINT (12.588287161916195 55.68064152825071)
trafiktaelling.515,7102,Østergade,øst for Ny Østergade,16,100,Øvrige tællinger,55,,100,100,331,,300,400,20099,23500,24300,,,,,,,23500,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/popIuo0h40.pdf,,,,,,,,POINT (12.583887109923625 55.68010284718476)
trafiktaelling.516,7103,Vimmelskaftet (Strøget),øst for Badstuestræde,41,100,Øvrige tællinger,149,,200,200,683,,700,800,31395,36700,38000,,,,,,,36700,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Deq9TfIXzv.pdf,,,,,,,,POINT (12.575428907590407 55.6786142619058)
trafiktaelling.517,7105,Fiolstræde,nord for St. Kannikestræde,10,100,Øvrige tællinger,,,,,,,,,9000,10500,10900,,,,,,,10500,20100610,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rHj3Jlmty7.pdf,,,,,,,,POINT (12.57319484410842 55.68030341931652)
trafiktaelling.518,7106,Kompagnistræde,nordøst for Knabrostræde,13,100,Øvrige tællinger,235,,300,300,2906,,3000,3500,4714,5500,5700,,,,,,,5500,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/plmgylAxtt.pdf,,,0,,,,,POINT (12.57591738139272 55.67733978662079)
trafiktaelling.519,7107,Blågårdsgade,nord for Baggesensgade,8,100,Øvrige tællinger,,,,,,,,,4477,5200,5400,,,,,,,5200,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yhy9bNmvtJ.pdf,,,,,,,,POINT (12.55927649081516 55.687337947048306)
trafiktaelling.520,7108,Vanløse Torv,ved stationen,3,100,Øvrige tællinger,,,,,400,,400,500,3500,4100,4200,,,,,,,4100,20100309,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NMeavBmTb5.pdf,,,,,,,,POINT (12.490552744965344 55.68763557808)
trafiktaelling.521,7109,Kay Fiskers Plads,FOD,,100,Øvrige tællinger,,,,,,,,,8804,10300,10700,,,,,,,10300,20100527,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ntuU5FpTQ0.pdf,,,,,,,,POINT (12.579338497020528 55.62946365888085)
trafiktaelling.522,7110,Østerbrogade,nord for Rosenvængets Allé,68,100,Øvrige tællinger,,,,,,,,,8364,9800,10100,,,,,,,9800,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eET56xtOuc.pdf,,,,,,,,POINT (12.57815879135917 55.69891705338669)
trafiktaelling.523,7111,Østerbrogade,nord for Skt Jacobs Plads,110,100,Øvrige tællinger,,,,,,,,,6037,7100,7300,,,,,,,7100,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YGkan7L4fA.pdf,,,,,,,,POINT (12.577466808605058 55.703650280596726)
trafiktaelling.524,7112,Østerbrogade,syd for Vordingborggade,146,100,Øvrige tællinger,,,,,,,,,3724,4400,4500,,,,,,,4400,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ALUWDFvgks.pdf,,,,,,,,POINT (12.577513847593341 55.70781101737184)
trafiktaelling.525,7113,Østerbrogade,nord for Kildevældsgade,163,100,Øvrige tællinger,,,,,,,,,5426,6300,6600,,,,,,,6300,20160615,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oU2wZNXhy7.pdf,,,,,,,,POINT (12.577575053827013 55.7151795024881)
trafiktaelling.526,7114,Amagerbrogade,syd for Svinget,18,100,Øvrige tællinger,,,,,,,,,4129,4800,5000,,,,,,,4800,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YtBUAfcTLx.pdf,,,,,,,,POINT (12.598409165334543 55.666563039185164)
trafiktaelling.527,7115,Amagerbrogade,Amagerbrogade - ved Brysselgade,68,100,Øvrige tællinger,,,,,,,,,5176,6100,6300,,,,,,,6100,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q4yUtxxYio.pdf,,,,,,,,POINT (12.60352097008283 55.661623799054006)
trafiktaelling.528,7116,Amagerbrogade,nord for Sundbyvester Plads,232 B,100,Øvrige tællinger,,,,,,,,,2240,2600,2700,,,,,,,2600,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/B7LUfa05aN.pdf,,,,,,,,POINT (12.613957356676451 55.647206333740066)
trafiktaelling.529,7117,Nørrebrogade,sydøst for Sjællandsgade,88,100,Øvrige tællinger,,,,,,,,,4908,5700,5900,,,,,,,5700,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/4DKrWYP4ZL.pdf,,,,,,,,POINT (12.552093087486767 55.69222644402952)
trafiktaelling.530,7118,Nørrebrogade,sydøst for Jagtvej,120,100,Øvrige tællinger,,,,,,,,,6569,7700,7900,,,,,,,7700,20160915,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LYJUmMe266.pdf,,,,,,,,POINT (12.5492680639506 55.694071077439496)
trafiktaelling.531,7119,Nørrebrogade,vest for Hyltebro,238,100,Øvrige tællinger,,,,,,,,,13544,15800,16400,,,,,,,15800,20190727,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/WFGmGiDrpK.pdf,,,,,,,,POINT (12.538639787039472 55.700684101678576)
trafiktaelling.532,7120,Nyhavn,vest for Havnegade,44,100,Øvrige tællinger,337,,400,400,9081,,9400,11100,5064,5900,6100,,,,,,,5900,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yHbTIbaySG.pdf,,,,,,,,POINT (12.592555773451084 55.67907820152803)
trafiktaelling.533,7123,Vester Voldgade,sydøst for Ny Kongensgade,100,100,Øvrige tællinger,,,,,,,,,3060,3600,3700,,,,,,,3600,20190917,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/0OGjiZsYZs.pdf,,,,,,,,POINT (12.57618867610132 55.67275774680994)
trafiktaelling.534,7124,Amaliehaven,ved springvandet,,100,Øvrige tællinger,,,,,1032,,1100,1300,5236,6100,6300,,,,,,,6100,20100608,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YpA5zulwnE.pdf,,,,,,,,POINT (12.595029576465361 55.68349360962029)
trafiktaelling.535,7125,Kalvebod Brygge,FOD,3,100,Øvrige tællinger,,,,,1025,,1100,1300,1783,2100,2200,,,,,,,2100,20170614,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iiDqBjZmRr.pdf,,,,,,,,POINT (12.575173305933067 55.66921164798122)
trafiktaelling.536,7126,Frederiksborggade,vest for Nørre Voldgade,20,100,Øvrige tællinger,,,,,,,,,22174,25900,26800,,,,,,,25900,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/xfsX4pTYMm.pdf,,,0,,,,,POINT (12.57110004246626 55.68379264070283)
trafiktaelling.537,7127,Nørre Voldgade,syd for Nørregade,56,100,Øvrige tællinger,,,,,,,,,4467,5200,5400,,,,,,,5200,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/lw9nVw5t5V.pdf,,,,,,,,POINT (12.570342858320085 55.68208943959466)
trafiktaelling.538,7128,Nørre Voldgade,nord for Frederiksborggade,29,100,Øvrige tællinger,,,,,,,,,5410,6300,6500,,,,,,,6300,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RkBksvkXrK.pdf,,,,,,,,POINT (12.573242210213328 55.684416099816545)
trafiktaelling.539,7131,Dampfærgevej,syd for Pakhusvej,9,100,Øvrige tællinger,,,,,848,,900,1000,1396,1600,1700,,,,,,,1600,20100615,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Kw55UDTiyq.pdf,,,,,,,,POINT (12.594420325709875 55.69728052394747)
trafiktaelling.540,7132,Sortedam Dossering,Syd for Hedemannsgade,81,100,Øvrige tællinger,,,,,4853,,5000,5900,2977,3500,3600,,,,,,,3500,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3hBGp5jXZX.pdf,,,0,,,,,POINT (12.573844334098313 55.69557621212727)
trafiktaelling.541,7133,Nordre Frihavnsgade,nordøst for Østerbrogade,18,100,Øvrige tællinger,,,,,,,,,4705,5500,5700,,,,,,,5500,20190926,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/c2aObtEjKI.pdf,,,,,,,,POINT (12.579506344281471 55.70056122750694)
trafiktaelling.542,7135,Sortedam Dossering - ved Læssøesgade,,29,100,Øvrige tællinger,,,,,9291,,9600,11300,3796,4400,4600,,,,,,,4400,20180929,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/dadJpB4DzJ.pdf,,,0,,,,,POINT (12.565928042026957 55.68982303213323)
trafiktaelling.543,7137,Dybbølsbro,FODG,,100,Øvrige tællinger,,,,,,,,,10850,12700,13100,,,,,,,12700,20180918,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3qpNXNDFV4.pdf,,,0,,,,,POINT (12.560757958722625 55.66375159423529)
trafiktaelling.544,7138,Vesterbrogade,øst for Stenogade,20,100,Øvrige tællinger,,,,,,,,,8178,9600,9900,,,,,,,9600,20100608,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UiFBTQy9BE.pdf,,,,,,,,POINT (12.55893105998675 55.67299150394599)
trafiktaelling.545,7139,Vesterbrogade,vest for Dannebrogsgade,70,100,Øvrige tællinger,,,,,,,,,6624,7800,8000,,,,,,,7800,20100608,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jhyX66S9k6.pdf,,,,,,,,POINT (12.551910345506233 55.67268393506733)
trafiktaelling.546,7140,Istedgade,sydvest for Saxogade,120,100,Øvrige tællinger,,,,,,,,,5162,6000,6200,,,,,,,6000,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MRDRCUNG5B.pdf,,,,,,,,POINT (12.550785614024383 55.66843893055086)
trafiktaelling.547,7141,Istedgade,nordøst for Gasværksvej,38,100,Øvrige tællinger,,,,,,,,,4874,5700,5900,,,,,,,5700,20190625,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1gDrHgGXJC.pdf,,,,,,,,POINT (12.557835608467387 55.670554055412424)
trafiktaelling.548,7143,Holmbladsgade,øst for Nordlandsgade,9,100,Øvrige tællinger,,,,,,,,,4939,5800,6000,,,,,,,5800,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rLXAhKUNx4.pdf,,,,,,,,POINT (12.602838322169138 55.66437962356604)
trafiktaelling.549,7144,Prags Boulevard,øst for Amagerbrogade,4,100,Øvrige tællinger,,,,,,,,,418,500,500,,,,,,,500,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/0NAidUryg6.pdf,,,,,,,,POINT (12.601024186426514 55.6647838926988)
trafiktaelling.550,7146,Islands Brygge,Promenadesiden o.f. husnr. 17,17,100,Øvrige tællinger,,,,,,,,,2998,3500,3600,,,,,,,3500,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ODh592Gv4H.pdf,,,,,,,,POINT (12.577520519830927 55.66752775139278)
trafiktaelling.551,7147,Emil Holms Kanal,nord for Rued Langgårds Vej,130,100,Øvrige tællinger,,,,,1322,,1400,1600,1234,1400,1500,,,,,,,1400,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/rV8kZbL8XI.pdf,,,,,,,,POINT (12.59122050390886 55.66147086599969)
trafiktaelling.552,7149,Bystævnet,nord for Gadelandet,,100,Øvrige tællinger,,,,,517,,500,600,567,700,700,,,,,,,700,20100527,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/KTFpX0OX6C.pdf,,,,,,,,POINT (12.476292404725644 55.7131893147738)
trafiktaelling.553,7151,Frederikssundsvej - ved Brønshøj Torv,,158,100,Øvrige tællinger,,,,,,,,,3095,3600,3700,,,,,,,3600,20190626,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/JQofHuTfSx.pdf,,,,,,,,POINT (12.50062859616893 55.70458055005861)
trafiktaelling.554,7153,Jernbane Alle,nord for Jydeholmen,35,100,Øvrige tællinger,,,,,,,,,5753,6700,7000,,,,,,,6700,20190626,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UDl6Gk4Uyk.pdf,,,,,,,,POINT (12.490957256992742 55.68648379976284)
trafiktaelling.555,7154,Flintholm station,ved Grøndals Parkvej,,100,Øvrige tællinger,,,,,,,,,6047,7100,7300,,,,,,,7100,20100601,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/8ivItnJ6nb.pdf,,,,,,,,POINT (12.498556179835163 55.685927796748636)
trafiktaelling.556,7160,Amaliehaven ,kajsiden nord for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,4600,5400,5600,,,,,,,5400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pobdblGviw.pdf,,,,,,,,POINT (12.595535191054129 55.683507791043624)
trafiktaelling.557,7161,Amaliehaven ,indgang fra kajsiden,,100,Øvrige tællinger,,,,,,,,,6300,7400,7600,,,,,,,7400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RtfIbhp2CR.pdf,,,,,,,,POINT (12.595326970311964 55.68343595718492)
trafiktaelling.558,7162,Amaliehaven ,kajsiden syd for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,3500,4100,4200,,,,,,,4100,20110616,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dxmZ594160.pdf,,,,,,,,POINT (12.595366704699343 55.68329090475427)
trafiktaelling.559,7163,Amaliehaven ,kajsiden til og fra båden,,100,Øvrige tællinger,,,,,,,,,100,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YtEGK7NdBM.pdf,,,,,,,,POINT (12.59555959924843 55.68336918323647)
trafiktaelling.560,7164,Borgbjergsvej,Borgbjergsvej 25,23,100,Øvrige tællinger,,,,,,,,,3791,4400,4600,,,,,,,4400,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BMHOY2uqGF.pdf,,,,,,,,POINT (12.537101434527484 55.651126203168346)
trafiktaelling.561,7165,Christianshavns Kanal,Overgaden oven Vandet,42,100,Øvrige tællinger,700,,800,900,900,,900,1100,4100,4800,5000,,,,,,,4800,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lpgrO65T9y.pdf,,,,,,,,POINT (12.592208208415958 55.67315456840399)
trafiktaelling.562,7166,Cirkeline Plads,Hjørnet Enghavevej og Ny Carlsbergvej,,100,Øvrige tællinger,,,,,1465,,1500,1800,3305,3900,4000,,,,,,,3900,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lf8rCKSL9F.pdf,,,,,,,,POINT (12.54376099559102 55.6660790138378)
trafiktaelling.563,7167,Damhusdæmningen,Vest for Ved Damhussøen,2B,100,Øvrige tællinger,,,,,3304,"1,8",3400,4000,1431,1700,1700,,,,,,,1700,20190612,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yLoyCfOnfy.pdf,,1.79999995,,,,,,POINT (12.47316153935187 55.6811772866666)
trafiktaelling.564,7168,Applebys Plads (ved Cirkelbroen),ved Cirkelbroen ved Danisco bygningen,,100,Øvrige tællinger,,,,,,,,,465,500,600,,,,,,,500,20150930,2015,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Omp3l0dex1.pdf,,,,,,,,POINT (12.5836760374204 55.672218294731465)
trafiktaelling.565,7169,Fiskebroen,,,100,Øvrige tællinger,,,,,1056,,1100,1300,669,800,800,,,,,,,800,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eEL5BvuwdB.pdf,,,,,,,,POINT (12.551377798710652 55.64311459388044)
trafiktaelling.566,7170,Frederiksstadsgade ,,15,100,Øvrige tællinger,112,,100,100,527,,500,600,1401,1600,1700,,,,,,,1600,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/07FS1v5Qw4.pdf,,,,,,,,POINT (12.545969568521773 55.66906975641849)
trafiktaelling.567,7171,Haderslevsgade ,,3,100,Øvrige tællinger,191,"0,5",200,300,604,,600,700,1052,1200,1300,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1D5uWLWhVH.pdf,0.5,,,,,,,POINT (12.545659311339142 55.66889322034556)
trafiktaelling.568,7172,Islands Brygge,Fortovet u.f. husnr. 17,17,100,Øvrige tællinger,,,,,,,,,1302,1500,1600,,,,,,,1500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZiRhFAN00R.pdf,,,,,,,,POINT (12.577716402479867 55.66744539135817)
trafiktaelling.569,7173,Ben Websters Vej,FOD,70,100,Øvrige tællinger,700,,800,900,300,,300,400,400,500,500,,,,,,,500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QwZcfwaMjP.pdf,,,,,,,,POINT (12.552801804949441 55.64633197066396)
trafiktaelling.570,7174,Islands Brygge,Havneparken ved redningskrans (overfor Islands Brygge 35),37,100,Øvrige tællinger,,,,,200,,200,200,600,700,700,,,,,,,700,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lu2huvbEEj.pdf,,,,,,,,POINT (12.573818600825179 55.66539118924843)
trafiktaelling.571,7176,Amagerbrogade,FOD,32,100,Øvrige tællinger,,,,,,,,,4501,5300,5400,,,,,,,5300,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yr2l7LoI61.pdf,,,,,,,,POINT (12.600226002361836 55.66448333961516)
trafiktaelling.572,7179,Store Møllevej,,8,100,Øvrige tællinger,,,,,,,,,619,700,700,,,,,,,700,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dh0rwOgEW.pdf,,,,,,,,POINT (12.599514051743883 55.66707957055051)
trafiktaelling.573,7180,Strandboulevarden,,142,100,Øvrige tællinger,,,,,,,,,907,1100,1100,,,,,,,1100,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/KkfxPoAYHV.pdf,,,,,,,,POINT (12.58192420582557 55.70930467645362)
trafiktaelling.574,7181,Strandboulevarden,,31A,100,Øvrige tællinger,,,,,,,,,1165,1400,1400,,,,,,,1400,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Wz1ysNZKYi.pdf,,,,,,,,POINT (12.58929020246366 55.700584989664264)
trafiktaelling.575,7182,Strandboulevarden,,75,100,Øvrige tællinger,,,,,,,,,1428,1700,1700,,,,,,,1700,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UUnhFnhtTo.pdf,,,,,,,,POINT (12.586676287799891 55.70520702730388)
trafiktaelling.576,7183,Nybrogade,ved Gammel Strand,24A,100,Øvrige tællinger,,,,,,,,,2130,2500,2600,,,,,,,2500,20171004,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QivmwJz305.pdf,,,,,,,,POINT (12.57600057691815 55.67624742265193)
trafiktaelling.577,7184,Langeliniekaj,ved Langelinie Allé,5,100,Øvrige tællinger,2000,,2300,2600,600,,600,700,4300,5000,5200,,,,,,,5000,20110728,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5FhnWv8YMV.pdf,,,,,,,,POINT (12.600154088798984 55.6955294866582)
trafiktaelling.578,7185,Matthæusgade ,øst for Enghavevej,37,100,Øvrige tællinger,1069,"0,4",1300,1400,1912,,2000,2300,3579,4200,4300,,,,,,,4200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/y8rn5lsE5z.pdf,0.40000001,,,,,,,POINT (12.545751561729846 55.669602800279165)
trafiktaelling.579,7186,Liva Weels Plads,,,100,Øvrige tællinger,,,,,138,,100,200,1005,1200,1200,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Fx2iML0GiB.pdf,,,,,,,,POINT (12.546127915568377 55.665440929511796)
trafiktaelling.580,7187,Nokken Strandvej,Nokken Strandvej - ved roklub,,100,Øvrige tællinger,200,,200,300,700,,700,900,200,200,200,,,,,,,200,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gD1puIwbxI.pdf,,,,,,,,POINT (12.564120902530737 55.65428503443878)
trafiktaelling.581,7188,Nokken Strandvej,Nokken Strandvej - ved bom,,100,Øvrige tællinger,40,,0,100,882,,900,1100,412,500,500,,,,,,,500,20170614,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YQ3TNpEwLE.pdf,,,,,,,,POINT (12.562873820269791 55.6533421219334)
trafiktaelling.582,7189,Strandgade,Nordatlantens Brygge,91,100,Øvrige tællinger,0,,0,0,119,,100,100,1597,1900,1900,,,,,,,1900,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rAoWmhcgmR.pdf,,,,,,,,POINT (12.596600401792113 55.6773491116173)
trafiktaelling.583,7190,Nørre Voldgade,Nørre Voldgade - ud for husnr. 106,106,100,Øvrige tællinger,,,,,,,,,6274,7300,7600,,,,,,,7300,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/90z90UgAm4.pdf,,,,,,,,POINT (12.573709482035438 55.68425977773267)
trafiktaelling.584,7191,Nørre Voldgade,Nørre Voldgade - ud for husnr. 3,3,100,Øvrige tællinger,,,,,,,,,2463,2900,3000,,,,,,,2900,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/omdypwxadO.pdf,,,,,,,,POINT (12.569706444797028 55.68222543755407)
trafiktaelling.585,7192,Orlogsværftvej,Operaen - Dokøen,,100,Øvrige tællinger,,,,,70,,100,100,400,500,500,,,,,,,500,20110609,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/l4VaVQ62rT.pdf,,,,,,,,POINT (12.599578967334349 55.681717195055604)
trafiktaelling.586,7193,Peblinge Dossering - ved Baggesensgade,,10,100,Øvrige tællinger,,,,,10957,,11300,13400,3671,4300,4400,,,,,,,4300,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UrMRsqznfZ.pdf,,,0,,,,,POINT (12.561513804908733 55.686300412668096)
trafiktaelling.587,7195,Refshalevej,Café Halvandet,340,100,Øvrige tællinger,100,,100,100,62,,100,100,60,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZbUoTMuxye.pdf,,,,,,,,POINT (12.609951078132402 55.69563585791694)
trafiktaelling.588,7196,Sluseholmen,,28,100,Øvrige tællinger,2514,"3,6",2900,3300,807,,800,1000,1283,1500,1600,,,,,,,1500,20100615,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IZ87hroZPQ.pdf,3.5999999,,,,,,,POINT (12.549189088594623 55.64652007252831)
trafiktaelling.589,7199,Langebrogade,,,100,Øvrige tællinger,,,,,9186,,9500,11200,2051,2400,2500,,,,,,,2400,20190917,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/54k7Jy16wB.pdf,,,,,160,"1,4",,POINT (12.580791923984625 55.670427639358365)
trafiktaelling.590,7200,Vasbygade,FOD,40,100,Øvrige tællinger,,,,,4777,,4900,5800,205,200,200,,,,,,,200,20140910,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/e4Q1yTLFmE.pdf,,,,,,,,POINT (12.545936189920853 55.6562272246999)
trafiktaelling.591,7600,Klædemålet,Gang(jern)banebro vest for Klædemålet,,100,Øvrige tællinger,,,,,,,,,1877,2200,2300,,,,,,,2200,20140622,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xOfwzdeSLx.pdf,,,,,,,,POINT (12.545274154043444 55.715270880069184)
trafiktaelling.592,7601,Folehaven,Gangbro over Folehaven,63,100,Øvrige tællinger,,,,,,,,,203,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qwEDaGPD4Z.pdf,,,,,,,,POINT (12.50098930902044 55.65126183592728)
trafiktaelling.593,7602,Nordre Toldbod,Gangbro over forbindelsesvej ved Gefionspringvand,15,100,Øvrige tællinger,,,,,,,,,4520,5300,5500,,,,,,,5300,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LBiBN0rKdp.pdf,,,,,,,,POINT (12.598060688498302 55.689481730462916)
