,lat,lng
472,12.587,55.704
474,12.587,55.705
477,12.586,55.706
478,12.558,55.684
479,12.557,55.684
485,12.556,55.684
486,12.557,55.688
488,12.558,55.689
489,12.58,55.691
491,12.579,55.692
492,12.578,55.692
493,12.499,55.687
497,12.498,55.687
505,12.496,55.689
508,12.584,55.707
515,12.585,55.705
517,12.484,55.689
520,12.483,55.69
529,12.482,55.691
531,12.572,55.677
535,12.572,55.676
539,12.571,55.676
542,12.549,55.665
543,12.55,55.664
548,12.489,55.691
557,12.489,55.692
561,12.607,55.659
563,12.606,55.659
565,12.606,55.658
567,12.585,55.679
570,12.585,55.678
573,12.584,55.678
580,12.583,55.678
591,12.585,55.704
602,12.585,55.706
610,12.567,55.685
615,12.568,55.686
618,12.575,55.705
621,12.574,55.706
622,12.572,55.706
625,12.572,55.707
626,12.571,55.708
627,12.57,55.708
648,12.492,55.688
650,12.491,55.688
655,12.49,55.688
656,12.497,55.69
661,12.564,55.69
663,12.565,55.69
665,12.551,55.669
667,12.551,55.668
671,12.551,55.667
674,12.552,55.667
675,12.551,55.67
680,12.482,55.69
682,12.481,55.69
683,12.481,55.691
694,12.55,55.672
695,12.551,55.672
698,12.492,55.685
699,12.491,55.685
700,12.49,55.685
701,12.489,55.685
704,12.488,55.685
707,12.488,55.684
708,12.487,55.684
710,12.486,55.684
716,12.485,55.684
719,12.484,55.684
721,12.491,55.689
723,12.49,55.689
738,12.485,55.689
741,12.485,55.69
744,12.484,55.69
750,12.484,55.691
752,12.483,55.691
754,12.552,55.693
759,12.553,55.693
767,12.554,55.694
774,12.555,55.695
779,12.556,55.695
785,12.557,55.696
789,12.558,55.696
792,12.559,55.696
795,12.559,55.697
796,12.56,55.697
800,12.493,55.689
804,12.492,55.689
807,12.541,55.666
810,12.541,55.665
813,12.54,55.665
814,12.54,55.664
817,12.489,55.688
822,12.487,55.688
830,12.483,55.689
833,12.482,55.689
836,12.59,55.696
839,12.589,55.696
841,12.579,55.698
842,12.58,55.698
844,12.574,55.676
845,12.573,55.676
846,12.572,55.675
848,12.585,55.68
850,12.584,55.68
852,12.584,55.679
853,12.583,55.679
866,12.49,55.692
873,12.488,55.692
875,12.602,55.664
878,12.601,55.665
881,12.601,55.664
892,12.488,55.69
893,12.488,55.691
896,12.487,55.692
900,12.55,55.688
920,12.497,55.687
923,12.496,55.687
927,12.495,55.687
934,12.554,55.669
941,12.597,55.695
942,12.598,55.698
945,12.581,55.678
947,12.58,55.678
948,12.491,55.693
951,12.49,55.693
952,12.489,55.693
955,12.488,55.693
958,12.487,55.693
972,12.484,55.692
973,12.483,55.692
982,12.604,55.658
983,12.605,55.659
992,12.605,55.658
996,12.55,55.665
997,12.551,55.664
1005,12.491,55.691
1014,12.49,55.691
1027,12.556,55.668
1028,12.558,55.666
1032,12.592,55.673
1034,12.593,55.673
1035,12.593,55.672
1036,12.584,55.706
1039,12.584,55.705
1045,12.584,55.704
1046,12.583,55.708
1052,12.61,55.666
1056,12.609,55.666
1058,12.61,55.664
1059,12.611,55.663
1060,12.555,55.672
1065,12.554,55.672
1081,12.585,55.693
1082,12.586,55.694
1085,12.587,55.694
1086,12.587,55.695
1087,12.588,55.695
1094,12.59,55.697
1099,12.587,55.707
1100,12.587,55.708
1106,12.586,55.709
1112,12.549,55.67
1113,12.549,55.669
1118,12.549,55.668
1128,12.549,55.667
1139,12.549,55.666
1143,12.548,55.672
1147,12.549,55.671
1153,12.589,55.69
1154,12.588,55.69
1159,12.587,55.69
1166,12.586,55.69
1170,12.615,55.666
1173,12.616,55.665
1176,12.616,55.664
1177,12.617,55.664
1178,12.617,55.663
1184,12.616,55.666
1187,12.618,55.666
1189,12.619,55.666
1191,12.62,55.666
1193,12.621,55.666
1195,12.577,55.708
1197,12.576,55.708
1198,12.571,55.675
1206,12.573,55.675
1209,12.573,55.674
1210,12.574,55.674
1217,12.617,55.665
1221,12.617,55.666
1225,12.599,55.666
1234,12.602,55.667
1242,12.597,55.665
1243,12.598,55.665
1246,12.547,55.668
1249,12.546,55.668
1253,12.615,55.667
1255,12.614,55.662
1257,12.615,55.662
1259,12.616,55.662
1265,12.618,55.663
1270,12.619,55.663
1273,12.62,55.663
1276,12.622,55.663
1278,12.622,55.664
1279,12.623,55.664
1284,12.553,55.695
1288,12.553,55.696
1289,12.584,55.686
1294,12.584,55.687
1299,12.585,55.687
1306,12.585,55.688
1312,12.586,55.689
1314,12.543,55.67
1318,12.542,55.67
1320,12.575,55.676
1324,12.556,55.683
1326,12.617,55.667
1337,12.619,55.665
1338,12.619,55.664
1340,12.62,55.664
1347,12.618,55.664
1360,12.621,55.664
1361,12.597,55.668
1365,12.596,55.668
1366,12.596,55.667
1368,12.596,55.666
1371,12.612,55.665
1372,12.613,55.665
1378,12.582,55.702
1383,12.617,55.662
1386,12.618,55.661
1387,12.54,55.67
1391,12.54,55.669
1400,12.547,55.672
1403,12.546,55.672
1408,12.562,55.678
1411,12.561,55.678
1415,12.56,55.678
1417,12.557,55.678
1420,12.545,55.672
1421,12.545,55.671
1428,12.543,55.671
1430,12.542,55.671
1432,12.541,55.67
1438,12.617,55.661
1441,12.598,55.669
1442,12.6,55.669
1443,12.615,55.663
1452,12.616,55.663
1453,12.573,55.692
1454,12.575,55.691
1461,12.586,55.705
1462,12.564,55.683
1465,12.563,55.683
1468,12.6,55.665
1471,12.6,55.666
1472,12.601,55.666
1475,12.602,55.666
1477,12.558,55.672
1481,12.559,55.672
1484,12.559,55.671
1492,12.561,55.671
1499,12.614,55.663
1502,12.613,55.663
1506,12.613,55.664
1508,12.612,55.664
1525,12.595,55.668
1527,12.594,55.668
1530,12.593,55.668
1531,12.591,55.668
1535,12.6,55.668
1545,12.595,55.667
1563,12.597,55.667
1569,12.587,55.686
1572,12.586,55.686
1582,12.583,55.687
1586,12.582,55.687
1588,12.614,55.664
1594,12.615,55.664
1601,12.598,55.668
1602,12.614,55.666
1607,12.615,55.665
1617,12.573,55.673
1620,12.573,55.672
1624,12.572,55.672
1633,12.608,55.659
1638,12.609,55.659
1646,12.541,55.669
1660,12.554,55.667
1667,12.553,55.667
1672,12.553,55.666
1674,12.552,55.666
1679,12.551,55.666
1685,12.55,55.666
1688,12.602,55.67
1695,12.548,55.665
1697,12.547,55.665
1698,12.546,55.664
1701,12.543,55.664
1702,12.542,55.664
1708,12.611,55.666
1711,12.612,55.666
1723,12.586,55.683
1725,12.585,55.683
1742,12.578,55.677
1749,12.577,55.676
1750,12.576,55.676
1765,12.613,55.666
1788,12.585,55.697
1791,12.598,55.664
1806,12.597,55.666
1815,12.595,55.665
1816,12.576,55.675
1825,12.611,55.668
1827,12.612,55.668
1829,12.58,55.67
1830,12.581,55.67
1833,12.581,55.671
1836,12.582,55.671
1840,12.583,55.671
1843,12.584,55.67
1844,12.585,55.67
1847,12.586,55.67
1849,12.587,55.67
1855,12.596,55.665
1873,12.595,55.664
1874,12.594,55.664
1878,12.611,55.664
1879,12.601,55.663
1880,12.6,55.663
1883,12.599,55.663
1886,12.598,55.663
1889,12.597,55.663
1891,12.6,55.696
1904,12.584,55.677
1910,12.603,55.67
1911,12.604,55.67
1914,12.605,55.671
1916,12.569,55.693
1923,12.57,55.694
1925,12.569,55.695
1929,12.614,55.665
1938,12.581,55.683
1940,12.582,55.684
1944,12.582,55.685
1945,12.583,55.685
1949,12.583,55.686
1951,12.602,55.663
1953,12.603,55.663
1955,12.554,55.688
1957,12.553,55.688
1964,12.62,55.667
1976,12.622,55.665
1981,12.605,55.66
1985,12.604,55.66
1987,12.604,55.659
1990,12.603,55.659
1991,12.603,55.658
1992,12.558,55.688
1993,12.557,55.687
1997,12.584,55.689
2000,12.555,55.696
2007,12.555,55.697
2018,12.576,55.677
2026,12.559,55.685
2027,12.559,55.684
2030,12.562,55.671
2031,12.562,55.67
2033,12.563,55.67
2034,12.581,55.669
2036,12.58,55.668
2040,12.579,55.667
2046,12.578,55.667
2067,12.601,55.66
2070,12.602,55.66
2094,12.574,55.677
2106,12.558,55.697
2107,12.558,55.698
2108,12.557,55.698
2110,12.556,55.698
2111,12.556,55.699
2114,12.555,55.699
2118,12.584,55.699
2120,12.583,55.699
2122,12.583,55.7
2124,12.593,55.679
2127,12.594,55.68
2129,12.594,55.681
2132,12.595,55.681
2151,12.495,55.686
2152,12.494,55.686
2154,12.493,55.686
2162,12.492,55.686
2163,12.578,55.703
2165,12.579,55.703
2169,12.58,55.703
2171,12.581,55.703
2172,12.581,55.702
2180,12.557,55.697
2186,12.591,55.673
2196,12.594,55.674
2199,12.595,55.675
2200,12.596,55.675
2204,12.596,55.676
2205,12.597,55.676
2206,12.598,55.677
2207,12.51,55.662
2209,12.509,55.662
2210,12.575,55.678
2221,12.574,55.678
2231,12.59,55.702
2233,12.591,55.702
2234,12.521,55.663
2237,12.521,55.662
2241,12.586,55.7
2243,12.586,55.701
2245,12.587,55.701
2249,12.588,55.701
2255,12.546,55.666
2259,12.545,55.666
2260,12.544,55.666
2265,12.517,55.663
2266,12.516,55.663
2270,12.515,55.663
2274,12.514,55.663
2280,12.514,55.662
2282,12.513,55.662
2286,12.512,55.662
2292,12.511,55.662
2301,12.543,55.666
2305,12.542,55.666
2310,12.54,55.666
2313,12.539,55.666
2315,12.511,55.663
2316,12.51,55.663
2318,12.582,55.68
2341,12.588,55.681
2343,12.587,55.682
2346,12.586,55.682
2351,12.519,55.663
2355,12.518,55.663
2373,12.513,55.663
2375,12.512,55.663
2385,12.509,55.663
2387,12.508,55.663
2398,12.519,55.662
2400,12.6,55.664
2406,12.599,55.664
2418,12.596,55.663
2420,12.595,55.663
2429,12.591,55.704
2430,12.584,55.703
2432,12.585,55.703
2435,12.587,55.703
2436,12.514,55.661
2447,12.589,55.689
2449,12.59,55.69
2450,12.591,55.69
2451,12.578,55.7
2452,12.579,55.7
2453,12.58,55.701
2462,12.583,55.702
2464,12.583,55.703
2467,12.512,55.661
2478,12.607,55.66
2484,12.578,55.705
2488,12.579,55.705
2490,12.581,55.705
2491,12.513,55.661
2503,12.574,55.673
2504,12.573,55.707
2505,12.573,55.708
2516,12.575,55.7
2518,12.577,55.701
2519,12.51,55.666
2522,12.509,55.666
2526,12.508,55.666
2531,12.507,55.666
2533,12.521,55.666
2535,12.52,55.666
2537,12.519,55.667
2542,12.518,55.667
2544,12.517,55.667
2547,12.516,55.667
2548,12.516,55.666
2550,12.515,55.666
2557,12.514,55.666
2562,12.513,55.666
2565,12.512,55.666
2568,12.511,55.666
2575,12.604,55.661
2577,12.605,55.661
2580,12.606,55.662
2581,12.523,55.666
2582,12.522,55.666
2586,12.55,55.668
2591,12.55,55.667
2605,12.588,55.671
2606,12.589,55.672
2607,12.59,55.672
2615,12.55,55.671
2616,12.55,55.67
2620,12.55,55.669
2648,12.515,55.665
2651,12.578,55.699
2655,12.581,55.7
2658,12.582,55.7
2661,12.519,55.666
2665,12.518,55.666
2677,12.592,55.674
2683,12.594,55.675
2684,12.561,55.692
2685,12.561,55.693
2686,12.519,55.665
2687,12.52,55.665
2689,12.521,55.665
2691,12.521,55.664
2693,12.562,55.697
2694,12.562,55.698
2698,12.562,55.703
2700,12.563,55.705
2702,12.563,55.706
2708,12.588,55.67
2717,12.589,55.671
2723,12.591,55.672
2726,12.561,55.691
2740,12.561,55.694
2746,12.561,55.696
2747,12.562,55.696
2754,12.544,55.663
2761,12.602,55.665
2765,12.553,55.692
2770,12.554,55.692
2775,12.555,55.693
2778,12.556,55.693
2793,12.548,55.67
2795,12.547,55.67
2796,12.546,55.67
2799,12.529,55.666
2800,12.53,55.664
2801,12.563,55.674
2802,12.563,55.673
2805,12.564,55.672
2811,12.565,55.672
2814,12.565,55.671
2834,12.583,55.677
2835,12.612,55.661
2837,12.613,55.661
2839,12.525,55.666
2843,12.525,55.665
2848,12.526,55.664
2851,12.575,55.684
2853,12.576,55.683
2854,12.577,55.683
2855,12.578,55.683
2856,12.577,55.706
2859,12.576,55.707
2860,12.575,55.708
2866,12.599,55.668
2871,12.563,55.672
2874,12.53,55.668
2875,12.528,55.667
2878,12.527,55.667
2881,12.525,55.667
2883,12.524,55.666
2889,12.582,55.706
2898,12.537,55.663
2899,12.535,55.662
2900,12.534,55.662
2901,12.532,55.662
2905,12.583,55.707
2912,12.584,55.708
2920,12.575,55.685
2921,12.576,55.686
2930,12.586,55.704
2938,12.574,55.672
2940,12.575,55.672
2943,12.575,55.671
2948,12.576,55.671
2957,12.527,55.666
2961,12.526,55.666
2962,12.526,55.665
2970,12.524,55.665
2979,12.587,55.709
2982,12.587,55.71
2983,12.588,55.71
2986,12.51,55.661
2996,12.587,55.697
2998,12.586,55.697
3001,12.586,55.698
3002,12.588,55.679
3003,12.589,55.678
3010,12.59,55.677
3013,12.584,55.664
3016,12.585,55.664
3021,12.587,55.664
3022,12.588,55.664
3024,12.591,55.663
3025,12.592,55.663
3026,12.594,55.663
3031,12.572,55.67
3033,12.571,55.67
3036,12.57,55.67
3039,12.577,55.667
3045,12.579,55.666
3048,12.58,55.666
3049,12.581,55.665
3050,12.582,55.665
3053,12.583,55.665
3057,12.558,55.692
3062,12.559,55.693
3065,12.56,55.694
3072,12.511,55.661
3086,12.556,55.691
3088,12.557,55.691
3090,12.557,55.692
3095,12.517,55.666
3099,12.517,55.665
3104,12.516,55.664
3116,12.543,55.669
3119,12.575,55.679
3133,12.576,55.678
3138,12.548,55.669
3142,12.548,55.668
3156,12.518,55.662
3162,12.517,55.662
3165,12.59,55.67
3168,12.591,55.671
3171,12.585,55.665
3173,12.582,55.666
3175,12.594,55.672
3183,12.595,55.673
3184,12.596,55.673
3186,12.598,55.674
3187,12.598,55.675
3189,12.599,55.675
3200,12.6,55.675
3201,12.524,55.663
3202,12.523,55.662
3204,12.522,55.662
3208,12.52,55.662
3217,12.516,55.662
3220,12.515,55.662
3227,12.582,55.677
3231,12.614,55.661
3233,12.615,55.661
3244,12.619,55.661
3246,12.62,55.661
3249,12.622,55.661
3252,12.623,55.661
3254,12.624,55.661
3259,12.562,55.687
3267,12.491,55.683
3274,12.491,55.684
3276,12.49,55.684
3284,12.571,55.677
3291,12.585,55.701
3296,12.587,55.702
3301,12.487,55.687
3305,12.486,55.687
3309,12.485,55.687
3311,12.484,55.687
3313,12.483,55.687
3314,12.582,55.701
3317,12.583,55.701
3318,12.584,55.701
3325,12.579,55.699
3332,12.582,55.699
3337,12.585,55.7
3343,12.581,55.697
3346,12.581,55.698
3349,12.492,55.683
3354,12.587,55.681
3355,12.588,55.68
3361,12.59,55.68
3364,12.591,55.68
3365,12.591,55.679
3373,12.56,55.676
3375,12.56,55.675
3381,12.602,55.659
3384,12.583,55.698
3385,12.582,55.698
3394,12.588,55.709
3401,12.488,55.686
3407,12.58,55.702
3411,12.58,55.679
3414,12.562,55.68
3415,12.561,55.679
3420,12.487,55.685
3422,12.486,55.686
3440,12.58,55.704
3443,12.489,55.683
3446,12.488,55.683
3462,12.492,55.687
3464,12.557,55.682
3465,12.556,55.682
3468,12.554,55.682
3472,12.491,55.686
3474,12.49,55.686
3480,12.489,55.686
3495,12.581,55.704
3499,12.563,55.69
3502,12.562,55.69
3504,12.562,55.691
3506,12.548,55.667
3513,12.49,55.683
3517,12.489,55.684
3521,12.495,55.685
3522,12.494,55.685
3530,12.608,55.66
3541,12.61,55.659
3542,12.572,55.671
3546,12.571,55.671
3548,12.485,55.685
3551,12.485,55.686
3553,12.484,55.686
3559,12.601,55.662
3564,12.602,55.662
3566,12.602,55.661
3571,12.603,55.66
3572,12.611,55.662
3576,12.612,55.662
3584,12.612,55.66
3585,12.586,55.678
3586,12.587,55.676
3588,12.485,55.683
3607,12.575,55.677
3634,12.545,55.665
3642,12.486,55.685
3658,12.572,55.695
3659,12.573,55.696
3664,12.574,55.697
3672,12.571,55.695
3682,12.487,55.683
3683,12.486,55.683
3688,12.484,55.683
3694,12.489,55.687
3696,12.488,55.687
3741,12.565,55.691
3746,12.566,55.691
3748,12.566,55.692
3749,12.567,55.692
3750,12.568,55.693
3751,12.549,55.694
3753,12.577,55.674
3756,12.575,55.673
3775,12.484,55.685
3778,12.483,55.685
3779,12.578,55.668
3784,12.573,55.671
3785,12.574,55.671
3786,12.556,55.696
3795,12.556,55.697
3803,12.518,55.665
3825,12.604,55.665
3832,12.577,55.709
3834,12.606,55.661
3845,12.589,55.687
3847,12.588,55.687
3853,12.587,55.687
3855,12.586,55.687
3863,12.586,55.688
3873,12.584,55.688
3874,12.583,55.688
3877,12.559,55.692
3889,12.514,55.665
3893,12.513,55.665
3917,12.513,55.664
3919,12.607,55.665
3923,12.607,55.664
3933,12.573,55.689
3935,12.571,55.69
3936,12.57,55.69
3937,12.584,55.694
3940,12.584,55.693
3941,12.583,55.693
3948,12.582,55.693
3963,12.524,55.664
3968,12.595,55.666
3970,12.594,55.666
3972,12.593,55.666
3976,12.514,55.664
3979,12.555,55.691
3985,12.556,55.692
4002,12.581,55.701
4006,12.606,55.666
4007,12.607,55.666
4008,12.608,55.666
4010,12.608,55.667
4011,12.61,55.667
4013,12.564,55.685
4014,12.565,55.685
4017,12.515,55.664
4024,12.604,55.663
4030,12.604,55.662
4036,12.605,55.662
4044,12.607,55.662
4047,12.564,55.68
4048,12.565,55.681
4049,12.565,55.682
4054,12.566,55.682
4056,12.566,55.683
4063,12.567,55.684
4088,12.483,55.686
4093,12.482,55.687
4096,12.482,55.688
4109,12.512,55.665
4113,12.561,55.688
4114,12.562,55.689
4120,12.569,55.685
4122,12.569,55.686
4123,12.552,55.686
4125,12.551,55.686
4139,12.548,55.687
4143,12.547,55.687
4147,12.546,55.688
4149,12.545,55.688
4152,12.544,55.688
4157,12.543,55.689
4158,12.601,55.676
4159,12.601,55.677
4163,12.523,55.664
4165,12.522,55.664
4169,12.52,55.664
4192,12.581,55.706
4198,12.565,55.686
4201,12.563,55.684
4205,12.561,55.682
4208,12.561,55.681
4213,12.58,55.706
4214,12.58,55.707
4221,12.58,55.708
4249,12.519,55.664
4253,12.59,55.701
4257,12.591,55.701
4263,12.522,55.665
4268,12.572,55.674
4272,12.587,55.7
4282,12.554,55.693
4290,12.551,55.694
4294,12.55,55.695
4303,12.486,55.688
4306,12.485,55.688
4307,12.484,55.688
4309,12.54,55.668
4312,12.54,55.667
4313,12.539,55.667
4315,12.539,55.665
4318,12.538,55.665
4319,12.538,55.664
4324,12.538,55.663
4325,12.585,55.686
4343,12.55,55.704
4345,12.551,55.705
4350,12.552,55.705
4352,12.553,55.706
4356,12.554,55.706
4359,12.554,55.707
4360,12.555,55.707
4366,12.556,55.707
4367,12.556,55.708
4370,12.574,55.663
4372,12.575,55.662
4373,12.574,55.661
4374,12.548,55.704
4382,12.548,55.705
4384,12.549,55.705
4389,12.579,55.672
4390,12.578,55.671
4395,12.573,55.688
4397,12.571,55.661
4398,12.572,55.662
4399,12.544,55.701
4400,12.543,55.702
4401,12.546,55.705
4404,12.546,55.706
4405,12.545,55.706
4408,12.544,55.706
4411,12.545,55.707
4415,12.554,55.708
4417,12.554,55.709
4418,12.553,55.709
4423,12.553,55.71
4428,12.573,55.663
4429,12.572,55.663
4450,12.573,55.662
4451,12.559,55.709
4455,12.559,55.71
4467,12.559,55.711
4468,12.558,55.711
4485,12.558,55.712
4490,12.561,55.706
4492,12.56,55.706
4498,12.56,55.707
4500,12.559,55.707
4508,12.559,55.708
4514,12.572,55.66
4516,12.573,55.661
4517,12.558,55.709
4518,12.557,55.711
4522,12.556,55.711
4523,12.556,55.712
4525,12.56,55.705
4529,12.559,55.705
4530,12.558,55.704
4532,12.558,55.708
4536,12.558,55.707
4537,12.558,55.706
4538,12.565,55.683
4540,12.565,55.684
4541,12.568,55.658
4543,12.569,55.659
4546,12.57,55.658
4547,12.551,55.706
4548,12.549,55.706
4554,12.548,55.706
4560,12.547,55.706
4565,12.555,55.712
4567,12.554,55.711
4573,12.553,55.711
4576,12.552,55.71
4577,12.55,55.708
4581,12.547,55.707
4594,12.545,55.705
4598,12.559,55.674
4600,12.557,55.674
4602,12.556,55.674
4603,12.555,55.674
4605,12.57,55.66
4606,12.557,55.706
4609,12.556,55.706
4610,12.556,55.705
4613,12.555,55.705
4618,12.554,55.705
4619,12.594,55.671
4621,12.542,55.691
4624,12.541,55.691
4625,12.54,55.691
4630,12.54,55.69
4632,12.539,55.69
4635,12.557,55.705
4641,12.556,55.704
4644,12.577,55.675
4649,12.578,55.674
4651,12.579,55.673
4652,12.546,55.696
4655,12.545,55.696
4657,12.545,55.695
4658,12.553,55.701
4659,12.554,55.701
4662,12.555,55.7
4666,12.589,55.67
4678,12.591,55.67
4679,12.592,55.67
4683,12.593,55.67
4685,12.593,55.671
4689,12.546,55.694
4690,12.546,55.695
4701,12.544,55.696
4704,12.55,55.703
4706,12.551,55.703
4708,12.58,55.672
4709,12.58,55.673
4713,12.541,55.688
4714,12.54,55.689
4728,12.555,55.706
4745,12.549,55.709
4746,12.548,55.708
4748,12.547,55.708
4754,12.538,55.691
4755,12.537,55.691
4760,12.537,55.692
4764,12.536,55.692
4770,12.536,55.693
4782,12.536,55.694
4796,12.536,55.695
4799,12.535,55.695
4805,12.552,55.706
4807,12.552,55.707
4808,12.551,55.707
4810,12.551,55.708
4815,12.57,55.661
4818,12.573,55.66
4820,12.549,55.704
4831,12.591,55.696
4839,12.547,55.705
4864,12.557,55.712
4866,12.542,55.692
4870,12.556,55.672
4874,12.557,55.671
4879,12.557,55.67
4881,12.558,55.67
4890,12.559,55.67
4891,12.559,55.713
4898,12.565,55.711
4899,12.563,55.712
4902,12.562,55.712
4906,12.56,55.712
4907,12.583,55.676
4909,12.584,55.676
4910,12.585,55.676
4913,12.585,55.675
4914,12.586,55.675
4916,12.561,55.713
4917,12.562,55.713
4920,12.563,55.713
4921,12.564,55.713
4925,12.565,55.713
4926,12.565,55.714
4929,12.566,55.714
4933,12.567,55.714
4936,12.568,55.714
4938,12.562,55.681
4943,12.564,55.712
4948,12.566,55.713
4951,12.603,55.654
4952,12.602,55.654
4957,12.601,55.654
4959,12.6,55.654
4963,12.599,55.655
4966,12.598,55.655
4970,12.597,55.655
4973,12.596,55.655
4975,12.595,55.655
4976,12.594,55.655
4979,12.57,55.709
4981,12.569,55.709
4991,12.567,55.709
4995,12.602,55.658
4998,12.604,55.657
5005,12.566,55.707
5006,12.566,55.708
5008,12.565,55.708
5011,12.565,55.709
5014,12.6,55.659
5016,12.601,55.659
5017,12.601,55.658
5018,12.6,55.658
5020,12.598,55.658
5023,12.566,55.711
5026,12.566,55.71
5031,12.57,55.674
5032,12.571,55.674
5039,12.599,55.676
5041,12.6,55.676
5044,12.577,55.671
5048,12.578,55.672
5050,12.562,55.71
5052,12.563,55.71
5054,12.564,55.711
5058,12.565,55.707
5060,12.564,55.708
5068,12.601,55.657
5072,12.6,55.656
5078,12.604,55.655
5081,12.603,55.655
5082,12.602,55.655
5085,12.601,55.656
5097,12.566,55.709
5100,12.593,55.688
5101,12.592,55.688
5104,12.592,55.689
5105,12.591,55.689
5114,12.589,55.691
5117,12.599,55.659
5121,12.562,55.707
5123,12.561,55.707
5127,12.559,55.706
5134,12.566,55.656
5135,12.567,55.656
5137,12.568,55.655
5138,12.569,55.655
5139,12.571,55.669
5140,12.567,55.667
5141,12.561,55.709
5147,12.59,55.687
5148,12.59,55.688
5150,12.589,55.688
5159,12.588,55.688
5164,12.587,55.688
5173,12.585,55.689
5181,12.597,55.656
5186,12.563,55.707
5191,12.562,55.708
5193,12.562,55.709
5196,12.561,55.71
5200,12.56,55.711
5209,12.56,55.713
5210,12.559,55.714
5215,12.6,55.657
5217,12.599,55.657
5218,12.597,55.658
5248,12.566,55.687
5251,12.557,55.708
5260,12.56,55.71
5273,12.605,55.657
5278,12.605,55.656
5280,12.604,55.656
5325,12.559,55.712
5331,12.592,55.675
5334,12.593,55.675
5425,12.602,55.656
5428,12.6,55.655
5431,12.573,55.685
5434,12.57,55.685
5438,12.595,55.674
5448,12.598,55.673
5490,12.561,55.705
5499,12.558,55.705
5503,12.571,55.66
5511,12.567,55.71
5512,12.568,55.71
5513,12.55,55.702
5518,12.552,55.703
5521,12.552,55.704
5529,12.551,55.704
5560,12.588,55.689
5575,12.541,55.694
5580,12.54,55.694
5584,12.539,55.694
5589,12.538,55.694
5591,12.54,55.7
5593,12.539,55.7
5595,12.551,55.697
5596,12.551,55.698
5600,12.55,55.698
5606,12.54,55.693
5608,12.55,55.697
5611,12.549,55.697
5618,12.54,55.695
5622,12.54,55.696
5627,12.54,55.697
5637,12.594,55.688
