,lat,lng
8591,12.5791,55.7097
8592,12.5795,55.7097
8594,12.5797,55.7097
8595,12.5802,55.7097
8596,12.5813,55.7097
8597,12.5814,55.7097
8598,12.5815,55.7097
8599,12.583,55.7097
8600,12.6128,55.6563
8601,12.6127,55.6562
8602,12.61,55.6557
8605,12.5892,55.6884
8606,12.5891,55.6882
8607,12.589,55.6881
8608,12.5889,55.6881
8609,12.5889,55.688
8611,12.5885,55.6876
8612,12.5883,55.6873
8613,12.5882,55.6872
8614,12.5878,55.6868
8615,12.5876,55.6865
8616,12.5873,55.6862
8617,12.5871,55.6859
8619,12.5496,55.7032
8620,12.549,55.7028
8621,12.5758,55.7135
8622,12.5758,55.7136
8623,12.5758,55.7137
8624,12.5758,55.7138
8625,12.5757,55.7139
8626,12.5757,55.714
8627,12.5757,55.7141
8628,12.5756,55.7142
8629,12.5756,55.7143
8631,12.5756,55.7144
8632,12.5755,55.7145
8636,12.5755,55.7147
8638,12.5755,55.7148
8639,12.5754,55.715
8641,12.5754,55.7151
8642,12.5754,55.7152
8643,12.5753,55.7153
8647,12.6148,55.6545
8648,12.6146,55.6544
8649,12.6112,55.6537
8651,12.5722,55.7132
8654,12.5721,55.7134
8655,12.572,55.7137
8656,12.572,55.7139
8657,12.5719,55.7141
8658,12.5719,55.7142
8663,12.5719,55.7144
8665,12.5718,55.7145
8666,12.5716,55.7151
8667,12.5715,55.7153
8669,12.5714,55.7153
8671,12.6121,55.66
8672,12.6124,55.6596
8673,12.6124,55.6595
8674,12.5608,55.6761
8676,12.5606,55.6761
8677,12.5592,55.6762
8678,12.562,55.676
8679,12.5618,55.676
8683,12.5815,55.7094
8686,12.5831,55.7094
8687,12.5831,55.7097
8689,12.5777,55.7111
8690,12.5778,55.7111
8692,12.5779,55.7111
8693,12.578,55.7111
8695,12.5784,55.7111
8696,12.5786,55.7111
8698,12.5791,55.7111
8699,12.5794,55.7111
8700,12.5775,55.7093
8701,12.5776,55.7097
8702,12.5776,55.7102
8704,12.5776,55.7103
8705,12.5776,55.7108
8706,12.5776,55.7109
8708,12.5776,55.7111
8710,12.5776,55.7112
8711,12.5775,55.7112
8712,12.5775,55.7114
8713,12.5775,55.7115
8715,12.5775,55.7116
8717,12.5775,55.712
8718,12.5775,55.7124
8719,12.5775,55.7129
8721,12.5775,55.713
8723,12.5775,55.7132
8724,12.5775,55.7136
8726,12.5776,55.7143
8728,12.5776,55.7144
8729,12.5776,55.7145
8731,12.5776,55.7148
8733,12.5776,55.715
8735,12.5776,55.7153
8736,12.5775,55.7154
8737,12.5775,55.7156
8738,12.6154,55.6552
8739,12.6154,55.6551
8741,12.616,55.6542
8742,12.6161,55.6542
8744,12.6161,55.6541
8746,12.6092,55.6568
8750,12.612,55.6574
8752,12.6121,55.6574
8755,12.5745,55.7134
8758,12.5745,55.7135
8759,12.5744,55.7137
8761,12.5744,55.7138
8762,12.5744,55.7139
8763,12.5744,55.714
8764,12.5743,55.714
8765,12.5743,55.7141
8766,12.5743,55.7142
8767,12.5743,55.7143
8770,12.5742,55.7144
8773,12.5742,55.7146
8776,12.5742,55.7147
8777,12.5741,55.7148
8779,12.5741,55.715
8781,12.574,55.7152
8783,12.5873,55.6931
8784,12.5872,55.6932
8786,12.587,55.6934
8787,12.5868,55.6935
8789,12.5868,55.6936
8790,12.5866,55.6939
8791,12.5865,55.694
8795,12.5864,55.6942
8797,12.5864,55.6943
8798,12.5863,55.6945
8799,12.5863,55.6947
8800,12.5885,55.6793
8802,12.5888,55.6792
8803,12.5893,55.6791
8804,12.5894,55.6791
8805,12.5896,55.679
8806,12.5897,55.679
8807,12.5905,55.6788
8811,12.5908,55.6787
8814,12.5912,55.6786
8815,12.5915,55.6785
8816,12.5923,55.6783
8818,12.5924,55.6783
8819,12.5697,55.7142
8821,12.5697,55.7143
8822,12.5696,55.7144
8823,12.5696,55.7146
8824,12.5694,55.7147
8826,12.6115,55.6583
8827,12.6114,55.6583
8828,12.611,55.6582
8829,12.6107,55.6582
8830,12.6105,55.6581
8831,12.5774,55.7136
8832,12.5773,55.7135
8834,12.5768,55.7135
8835,12.5767,55.7135
8836,12.5766,55.7135
8837,12.5759,55.7134
8839,12.5753,55.7134
8840,12.5752,55.7134
8842,12.5745,55.7133
8844,12.574,55.7132
8847,12.5739,55.7132
8849,12.5738,55.7132
8850,12.5734,55.7132
8851,12.5732,55.7132
8853,12.5731,55.7132
8854,12.5729,55.7131
8856,12.5724,55.7131
8857,12.5723,55.7131
8858,12.5722,55.7131
8860,12.5721,55.7131
8861,12.5713,55.713
8862,12.5711,55.713
8863,12.5709,55.713
8865,12.5706,55.7129
8866,12.5699,55.7129
8868,12.5694,55.7128
8869,12.5691,55.7128
8871,12.5752,55.7135
8872,12.5751,55.7136
8874,12.5751,55.7137
8875,12.5751,55.7138
8877,12.5751,55.7139
8878,12.575,55.7139
8879,12.575,55.714
8881,12.575,55.7141
8882,12.575,55.7142
8884,12.5749,55.7144
8890,12.5748,55.7146
8891,12.5748,55.7147
8894,12.5748,55.7148
8895,12.5748,55.7149
8896,12.5747,55.715
8897,12.5747,55.7151
8898,12.5747,55.7152
8900,12.5746,55.7153
8903,12.5888,55.6859
8904,12.5886,55.6859
8905,12.5881,55.686
8906,12.5879,55.6861
8907,12.5875,55.6862
8908,12.5874,55.6862
8909,12.5796,55.7094
8913,12.5678,55.6716
8915,12.5679,55.6715
8916,12.5688,55.6708
8917,12.5689,55.6707
8918,12.569,55.6706
8920,12.5691,55.6706
8921,12.5693,55.6703
8922,12.5695,55.6701
8923,12.5698,55.6699
8924,12.5701,55.6697
8925,12.5702,55.6695
8926,12.5705,55.6693
8927,12.5712,55.6689
8928,12.5719,55.6684
8929,12.5721,55.6682
8931,12.6107,55.6596
8933,12.6109,55.6593
8934,12.6113,55.6586
8935,12.6114,55.6586
8938,12.6116,55.6583
8939,12.6119,55.6577
8941,12.6121,55.6575
8945,12.6125,55.6569
8947,12.6125,55.6568
8948,12.6128,55.6564
8951,12.6128,55.6562
8954,12.6132,55.6556
8955,12.6133,55.6554
8956,12.6136,55.6549
8958,12.6137,55.6548
8959,12.5606,55.6733
8960,12.5606,55.6732
8961,12.5607,55.6732
8962,12.5608,55.6729
8963,12.561,55.6725
8964,12.5611,55.6724
8965,12.5611,55.6722
8966,12.5612,55.672
8967,12.5613,55.6718
8971,12.5614,55.6716
8973,12.5616,55.6711
8974,12.5616,55.671
8976,12.5688,55.7128
8979,12.5684,55.7128
8980,12.5676,55.7127
8981,12.5672,55.7127
8982,12.5635,55.6773
8983,12.5636,55.6775
8984,12.5637,55.6776
8985,12.5638,55.6777
8987,12.5639,55.6778
8988,12.564,55.6779
8989,12.5641,55.678
8990,12.5642,55.678
8991,12.5643,55.6781
8992,12.5644,55.6782
8993,12.5647,55.6784
8995,12.5648,55.6785
8996,12.6144,55.6585
8997,12.6142,55.6585
8998,12.6133,55.6583
8999,12.6131,55.6582
9000,12.5772,55.7109
9001,12.5764,55.7108
9002,12.5763,55.7108
9004,12.5753,55.7106
9005,12.5751,55.7106
9006,12.5749,55.7106
9007,12.5747,55.7105
9008,12.5715,55.711
9009,12.5714,55.711
9010,12.5706,55.7108
9012,12.6114,55.6532
9014,12.6151,55.6539
9018,12.6183,55.6545
9020,12.6185,55.6545
9022,12.6144,55.655
9023,12.6145,55.6549
9025,12.6147,55.6545
9028,12.6149,55.6542
9029,12.615,55.654
9030,12.6151,55.654
9032,12.5711,55.7082
9033,12.5709,55.7091
9034,12.5708,55.7092
9035,12.5708,55.7094
9036,12.5706,55.71
9037,12.5864,55.6853
9040,12.5865,55.6854
9041,12.587,55.6859
9043,12.6124,55.6569
9044,12.6123,55.6568
9045,12.6095,55.6563
9047,12.5706,55.7102
9048,12.5705,55.7105
9049,12.5704,55.7108
9051,12.5702,55.7115
9057,12.5702,55.7117
9059,12.5699,55.7127
9061,12.5987,55.6765
9064,12.5994,55.6763
9067,12.5996,55.6762
9068,12.5998,55.6761
9069,12.5999,55.6761
9071,12.6002,55.676
9073,12.5888,55.6881
9074,12.5861,55.6888
9076,12.5737,55.7099
9077,12.5737,55.71
9079,12.5737,55.7109
9080,12.5737,55.711
9081,12.5737,55.7111
9083,12.5736,55.7114
9084,12.5735,55.7115
9086,12.5734,55.7117
9087,12.5733,55.7119
9088,12.5733,55.7121
9095,12.5732,55.7123
9096,12.5732,55.7124
9097,12.5731,55.7125
9098,12.5731,55.7126
9099,12.5729,55.713
9101,12.6109,55.6543
9103,12.6122,55.6545
9109,12.6149,55.6551
9113,12.6172,55.6555
9115,12.6173,55.6555
9116,12.6141,55.6604
9117,12.6144,55.66
9118,12.6145,55.6599
9119,12.6146,55.6597
9120,12.6146,55.6596
9121,12.6147,55.6595
9123,12.6149,55.6592
9124,12.6151,55.659
9125,12.6151,55.6589
9127,12.6153,55.6587
9129,12.6155,55.6584
9131,12.6157,55.6581
9132,12.6158,55.6578
9133,12.6162,55.6573
9134,12.6166,55.6567
9135,12.6167,55.6565
9136,12.6168,55.6565
9138,12.6174,55.6556
9140,12.6174,55.6555
9141,12.6177,55.6552
9142,12.6178,55.6552
9143,12.6183,55.6547
9146,12.6187,55.6544
9147,12.6189,55.6542
9148,12.5725,55.7084
9149,12.572,55.7093
9150,12.5718,55.7099
9152,12.5718,55.7101
9153,12.5717,55.7103
9154,12.5717,55.7107
9155,12.5716,55.711
9158,12.5715,55.7114
9159,12.5715,55.7115
9164,12.5713,55.7119
9166,12.5712,55.7121
9167,12.571,55.7123
9168,12.571,55.7124
9169,12.5709,55.7128
9170,12.585,55.6762
9173,12.5872,55.6761
9174,12.5886,55.6765
9176,12.5897,55.6768
9181,12.5925,55.6783
9182,12.5929,55.6788
9183,12.5773,55.7116
9184,12.5771,55.7116
9185,12.5764,55.7115
9186,12.5763,55.7115
9188,12.5762,55.7115
9189,12.5761,55.7115
9192,12.5754,55.7113
9193,12.5753,55.7113
9195,12.5752,55.7113
9196,12.5747,55.7112
9197,12.5741,55.7111
9198,12.574,55.7111
9201,12.6116,55.6553
9202,12.6119,55.655
9203,12.6119,55.6549
9204,12.6122,55.6546
9206,12.5684,55.7112
9208,12.5682,55.712
9209,12.5681,55.7122
9211,12.5674,55.711
9213,12.5673,55.7113
9214,12.5672,55.7121
9215,12.5671,55.7122
9217,12.567,55.7126
9218,12.602,55.6771
9219,12.6025,55.6757
9220,12.6026,55.6756
9221,12.5756,55.7173
9222,12.5755,55.7174
9224,12.5752,55.7194
9226,12.5751,55.7197
9227,12.5751,55.7199
9228,12.5751,55.72
9229,12.5174,55.6676
9230,12.5189,55.6672
9231,12.578,55.6789
9233,12.5779,55.679
9234,12.5778,55.6791
9235,12.5772,55.6796
9237,12.5771,55.6797
9238,12.5765,55.6799
9239,12.5765,55.68
9241,12.5763,55.6801
9243,12.5762,55.6801
9244,12.5761,55.6802
9245,12.5758,55.6804
9246,12.5757,55.6804
9247,12.5728,55.6947
9250,12.5719,55.6952
9252,12.5718,55.6953
9254,12.5717,55.6953
9256,12.5708,55.6958
9257,12.5459,55.6654
9259,12.5454,55.6651
9260,12.5824,55.6798
9261,12.5823,55.6799
9262,12.5822,55.6801
9263,12.5821,55.6803
9264,12.582,55.6804
9265,12.582,55.6805
9267,12.5819,55.6806
9271,12.5818,55.6807
9272,12.5399,55.669
9274,12.5398,55.669
9275,12.5389,55.6688
9276,12.5384,55.6687
9277,12.5378,55.6685
9278,12.5372,55.6684
9279,12.5366,55.6682
9280,12.5363,55.6681
9281,12.5877,55.6727
9283,12.5883,55.6731
9284,12.5884,55.6731
9286,12.5889,55.6735
9290,12.5751,55.7201
9291,12.575,55.7204
9292,12.575,55.7208
9293,12.5749,55.7209
9294,12.5749,55.7212
9295,12.5749,55.7214
9297,12.5748,55.7216
9298,12.5748,55.722
9299,12.5747,55.7222
9300,12.5747,55.7224
9301,12.5747,55.7226
9302,12.5747,55.7227
9303,12.6051,55.6657
9304,12.6052,55.6656
9305,12.6053,55.6654
9306,12.6055,55.6652
9307,12.6056,55.665
9308,12.5741,55.6957
9310,12.5735,55.6962
9311,12.519,55.6667
9312,12.5191,55.6671
9314,12.5191,55.6675
9315,12.5893,55.6737
9318,12.5901,55.6742
9320,12.5905,55.6744
9322,12.5913,55.6749
9323,12.5918,55.6752
9325,12.5921,55.6754
9326,12.5925,55.6757
9327,12.5928,55.6758
9328,12.5931,55.676
9329,12.5935,55.6762
9330,12.594,55.6763
9331,12.5943,55.6764
9332,12.5946,55.6765
9333,12.5947,55.6766
9334,12.5952,55.6768
9335,12.596,55.6767
9336,12.5968,55.6772
9337,12.5973,55.6774
9338,12.5975,55.6776
9339,12.5435,55.6701
9342,12.5438,55.6697
9344,12.5442,55.6692
9345,12.5447,55.6686
9347,12.5777,55.702
9349,12.5801,55.7022
9350,12.5096,55.6674
9353,12.5095,55.6674
9354,12.5094,55.6674
9355,12.5088,55.6674
9356,12.5087,55.6674
9357,12.5084,55.6674
9358,12.5083,55.6674
9359,12.5081,55.6674
9361,12.5076,55.6673
9362,12.5069,55.6673
9363,12.5068,55.6673
9364,12.5067,55.6673
9366,12.5065,55.6673
9367,12.5063,55.6673
9368,12.5061,55.6673
9369,12.5059,55.6673
9370,12.5057,55.6673
9372,12.5055,55.6672
9373,12.5054,55.6672
9374,12.5052,55.6672
9375,12.5051,55.6672
9376,12.5049,55.6672
9377,12.5048,55.6672
9378,12.6041,55.6593
9380,12.6051,55.6589
9381,12.5116,55.6675
9382,12.5115,55.6675
9383,12.5113,55.6675
9384,12.5107,55.6675
9386,12.5105,55.6675
9387,12.5102,55.6675
9389,12.5868,55.706
9391,12.59,55.7063
9393,12.5596,55.6779
9396,12.5604,55.6808
9399,12.5442,55.6653
9400,12.5444,55.6649
9401,12.5446,55.6646
9402,12.5448,55.6644
9403,12.5446,55.6871
9404,12.5445,55.6871
9405,12.544,55.6874
9406,12.5438,55.6875
9408,12.5433,55.6877
9409,12.5431,55.6878
9410,12.5431,55.6879
9411,12.5429,55.6879
9413,12.5429,55.688
9414,12.5426,55.6881
9415,12.5422,55.6883
9419,12.5751,55.7193
9420,12.5744,55.719
9421,12.5739,55.7188
9422,12.5736,55.7187
9423,12.5734,55.7187
9424,12.5079,55.6662
9425,12.508,55.6667
9426,12.5081,55.6668
9428,12.5081,55.6671
9429,12.5081,55.6673
9434,12.5081,55.6675
9435,12.5081,55.6677
9436,12.5081,55.6681
9437,12.5081,55.6682
9439,12.5081,55.6683
9440,12.5081,55.669
9441,12.5625,55.6776
9442,12.5627,55.6782
9443,12.5627,55.6783
9444,12.5629,55.6787
9447,12.5634,55.6794
9449,12.5635,55.6796
9450,12.5887,55.7072
9451,12.5881,55.7084
9454,12.5885,55.6706
9455,12.5887,55.6705
9456,12.5888,55.6705
9457,12.5892,55.6704
9459,12.5982,55.6618
9462,12.5988,55.6614
9463,12.5989,55.6614
9464,12.5995,55.6609
9467,12.5562,55.6824
9468,12.5549,55.6827
9469,12.5463,55.6872
9470,12.5466,55.6867
9471,12.5465,55.6858
9472,12.5786,55.6805
9473,12.5792,55.6807
9474,12.58,55.6809
9475,12.5801,55.6809
9476,12.5587,55.6745
9479,12.5596,55.6777
9482,12.6064,55.664
9483,12.6069,55.6641
9486,12.608,55.6643
9488,12.6088,55.6645
9489,12.5773,55.7173
9490,12.5775,55.7173
9492,12.5785,55.7174
9493,12.5792,55.7175
9494,12.5796,55.7175
9495,12.58,55.7176
9496,12.5803,55.7176
9497,12.5807,55.7176
9498,12.5811,55.7177
9501,12.5812,55.7177
9505,12.5817,55.7177
9506,12.5832,55.7178
9507,12.5519,55.6871
9510,12.5512,55.6873
9511,12.5512,55.6874
9512,12.5506,55.6876
9514,12.5371,55.6676
9515,12.5095,55.6675
9516,12.5094,55.6681
9517,12.5094,55.6684
9518,12.5093,55.669
9519,12.6039,55.668
9521,12.6041,55.6678
9522,12.6048,55.6672
9523,12.6052,55.6669
9524,12.6055,55.6667
9525,12.6061,55.6662
9526,12.5623,55.6744
9527,12.5622,55.6746
9528,12.5621,55.6749
9529,12.562,55.6753
9531,12.562,55.6754
9533,12.562,55.6755
9537,12.5623,55.6771
9538,12.5624,55.6776
9539,12.5753,55.6655
9540,12.5755,55.6654
9541,12.5759,55.6653
9542,12.5761,55.6652
9543,12.5762,55.6652
9544,12.5766,55.665
9547,12.5772,55.6647
9548,12.5773,55.6647
9550,12.5775,55.6646
9551,12.5782,55.6643
9552,12.5788,55.6641
9553,12.5794,55.6638
9556,12.5795,55.6637
9557,12.5796,55.6637
9558,12.5797,55.6637
9560,12.5802,55.6634
9561,12.5813,55.663
9563,12.5845,55.6808
9564,12.5842,55.6808
9565,12.5832,55.6806
9567,12.5097,55.666
9568,12.5097,55.6664
9569,12.5097,55.6665
9570,12.5097,55.6666
9572,12.5097,55.6667
9573,12.5097,55.6668
9575,12.5096,55.6671
9576,12.5096,55.6672
9577,12.5096,55.6673
9578,12.5068,55.6664
9579,12.5067,55.6667
9581,12.5067,55.667
9582,12.5067,55.6672
9586,12.5067,55.6674
9588,12.5067,55.6681
9590,12.5068,55.6689
9591,12.5068,55.669
9594,12.5068,55.6693
9595,12.553,55.669
9596,12.553,55.6689
9597,12.5531,55.6682
9598,12.5531,55.668
9600,12.5531,55.6679
9601,12.5532,55.6676
9602,12.5532,55.6675
9604,12.5532,55.6674
9605,12.5533,55.6671
9608,12.5786,55.7167
9609,12.5795,55.7167
9610,12.5814,55.7169
9611,12.5834,55.7171
9612,12.5525,55.6725
9615,12.5525,55.6721
9616,12.5525,55.6718
9617,12.5526,55.6718
9618,12.5526,55.6717
9620,12.5526,55.6714
9621,12.5526,55.6712
9622,12.5526,55.6711
9623,12.5527,55.6709
9624,12.5527,55.6708
9625,12.5527,55.6706
9626,12.5528,55.6704
9628,12.5528,55.6702
9629,12.5528,55.67
9630,12.5528,55.6699
9632,12.5528,55.6698
9633,12.5529,55.6693
9634,12.5529,55.6692
9635,12.5202,55.6667
9636,12.5203,55.6672
9637,12.5423,55.666
9638,12.5421,55.6658
9639,12.5418,55.6652
9640,12.5417,55.665
9641,12.5416,55.6649
9643,12.5415,55.6646
9644,12.5412,55.6642
9645,12.5411,55.664
9646,12.5411,55.6638
9649,12.5879,55.6907
9651,12.5774,55.7166
9654,12.5773,55.7172
9658,12.5772,55.7176
9659,12.5772,55.7178
9660,12.5772,55.718
9663,12.5771,55.7185
9664,12.5771,55.7187
9667,12.577,55.719
9668,12.577,55.7194
9669,12.5771,55.72
9670,12.5771,55.7201
9671,12.5771,55.7202
9673,12.5771,55.7203
9674,12.5772,55.7206
9675,12.5772,55.7207
9676,12.5772,55.7208
9677,12.5772,55.7209
9678,12.5773,55.7216
9680,12.5464,55.6655
9682,12.5464,55.6654
9683,12.5465,55.6653
9684,12.5464,55.6652
9685,12.5465,55.6647
9688,12.5877,55.6809
9689,12.5897,55.6813
9691,12.5901,55.6814
9692,12.585,55.7155
9694,12.5861,55.7144
9696,12.5861,55.7143
9698,12.6035,55.6615
9699,12.6029,55.6612
9700,12.6025,55.6609
9701,12.5801,55.6964
9704,12.5806,55.6965
9705,12.5813,55.6966
9706,12.5815,55.6967
9707,12.5824,55.6969
9708,12.5825,55.6969
9710,12.5829,55.697
9712,12.5843,55.6973
9714,12.5847,55.6974
9716,12.5851,55.6975
9717,12.5853,55.6976
9718,12.5855,55.6976
9720,12.5856,55.6976
9721,12.586,55.6977
9722,12.5863,55.6978
9724,12.5866,55.6979
9725,12.587,55.698
9726,12.5871,55.698
9728,12.5873,55.698
9729,12.5878,55.6982
9731,12.588,55.6982
9732,12.5886,55.6984
9734,12.5893,55.6985
9735,12.5901,55.6987
9736,12.5902,55.6987
9739,12.5443,55.6901
9741,12.5445,55.6895
9742,12.5446,55.6895
9743,12.5447,55.6891
9745,12.5451,55.6883
9746,12.5452,55.6882
9750,12.5452,55.688
9752,12.5454,55.6876
9753,12.5455,55.6874
9754,12.5455,55.6872
9755,12.5455,55.6871
9757,12.5456,55.6867
9758,12.5456,55.6865
9759,12.5456,55.6863
9761,12.5455,55.6863
9762,12.5114,55.6692
9763,12.5109,55.6692
9764,12.5107,55.6692
9765,12.5104,55.6692
9768,12.5099,55.6691
9769,12.5094,55.6691
9770,12.5093,55.6691
9772,12.5087,55.6691
9773,12.5083,55.6691
9774,12.5081,55.6691
9776,12.5069,55.669
9779,12.5066,55.669
9780,12.5058,55.6689
9782,12.5057,55.6689
9783,12.5055,55.6689
9784,12.5053,55.6689
9785,12.5051,55.6689
9786,12.5898,55.6969
9788,12.5894,55.6974
9789,12.5658,55.6772
9790,12.5643,55.6766
9791,12.5642,55.6766
9793,12.6036,55.6644
9795,12.6037,55.6643
9796,12.6037,55.6642
9797,12.6039,55.664
9798,12.604,55.6638
9799,12.6044,55.6639
9800,12.5908,55.6989
9803,12.5915,55.6991
9804,12.5896,55.6883
9805,12.5893,55.6884
9809,12.5891,55.6884
9811,12.5882,55.6886
9812,12.5873,55.6889
9813,12.5863,55.6891
9817,12.5861,55.6892
9819,12.5849,55.6895
9821,12.5846,55.6896
9822,12.5127,55.6661
9823,12.5127,55.6663
9824,12.5125,55.6663
9825,12.5125,55.6664
9827,12.5125,55.6666
9828,12.5743,55.6811
9829,12.5743,55.6812
9830,12.5742,55.6813
9831,12.574,55.6815
9832,12.5739,55.6818
9833,12.5738,55.6819
9834,12.5736,55.6821
9835,12.5736,55.6822
9836,12.5735,55.6822
9837,12.5781,55.6807
9838,12.5782,55.6809
9839,12.5789,55.6813
9841,12.5814,55.7074
9843,12.5814,55.7079
9845,12.512,55.6667
9846,12.5119,55.667
9847,12.5119,55.6671
9848,12.5118,55.6675
9849,12.6008,55.6639
9851,12.6004,55.6638
9852,12.6003,55.6637
9853,12.6001,55.6636
9854,12.5998,55.6635
9855,12.5996,55.6635
9856,12.5994,55.6634
9857,12.5992,55.6634
9858,12.5988,55.6633
9859,12.5987,55.6632
9860,12.598,55.6631
9861,12.6063,55.6652
9862,12.6061,55.6655
9864,12.606,55.6657
9865,12.6059,55.6658
9867,12.512,55.6664
9868,12.5777,55.7216
9871,12.5779,55.7215
9872,12.5783,55.7213
9873,12.5785,55.7212
9874,12.5788,55.7211
9875,12.579,55.7211
9876,12.5792,55.721
9877,12.5794,55.721
9878,12.5799,55.7209
9879,12.5805,55.7208
9880,12.5807,55.7207
9882,12.5809,55.7207
9883,12.5812,55.7206
9884,12.5815,55.7204
9885,12.5818,55.7203
9886,12.5821,55.7201
9887,12.5823,55.72
9888,12.5825,55.7198
9889,12.5826,55.7196
9890,12.5841,55.7029
9891,12.5841,55.703
9892,12.584,55.7034
9893,12.584,55.7035
9894,12.5839,55.7035
9895,12.5838,55.7039
9896,12.6035,55.6619
9897,12.6042,55.6622
9899,12.5824,55.7074
9901,12.5824,55.7079
9902,12.5874,55.6399
9903,12.5872,55.639
9904,12.5489,55.6679
9905,12.5484,55.6677
9906,12.5482,55.6677
9908,12.5479,55.6676
9909,12.5477,55.6675
9910,12.5758,55.7086
9911,12.5751,55.7082
9914,12.5745,55.7078
9916,12.5736,55.7073
9917,12.5735,55.7073
9918,12.5735,55.7072
9920,12.5734,55.7072
9921,12.5733,55.7071
9922,12.5732,55.7071
9923,12.5724,55.7066
9926,12.5761,55.6663
9927,12.5753,55.6657
9928,12.5752,55.6656
9930,12.5748,55.6653
9931,12.5746,55.6652
9932,12.5744,55.665
9934,12.574,55.6647
9935,12.5732,55.6641
9937,12.5891,55.6422
9938,12.589,55.6433
9940,12.589,55.6434
9944,12.589,55.6441
9945,12.589,55.6443
9946,12.5889,55.6444
9947,12.5889,55.6445
9948,12.5118,55.6676
9949,12.5117,55.6682
9950,12.5115,55.669
9951,12.5754,55.6895
9952,12.5775,55.6903
9958,12.5817,55.6919
9960,12.5822,55.692
9962,12.5838,55.6926
9964,12.5848,55.693
9965,12.5957,55.6646
9966,12.5959,55.6644
9967,12.596,55.6642
9968,12.5798,55.6696
9970,12.5797,55.6695
9972,12.5797,55.6694
9974,12.5797,55.6693
9975,12.5796,55.6692
9976,12.5796,55.6691
9978,12.5795,55.669
9979,12.5794,55.6689
9980,12.5794,55.6688
9981,12.5793,55.6688
9982,12.5793,55.6687
9983,12.5792,55.6687
9984,12.5791,55.6686
9986,12.5787,55.6683
9987,12.5786,55.6682
9989,12.5784,55.668
9990,12.5783,55.6679
9992,12.5774,55.6673
9993,12.5772,55.6672
9995,12.5768,55.6669
9996,12.5767,55.6668
9998,12.5763,55.6665
9999,12.59,55.6433
10000,12.5906,55.6426
10001,12.5793,55.6662
10004,12.5789,55.6659
10006,12.5788,55.6658
10007,12.5785,55.6655
10008,12.5784,55.6655
10010,12.5783,55.6654
10011,12.578,55.6651
10012,12.5779,55.6651
10014,12.5777,55.665
10015,12.5774,55.6648
10016,12.5774,55.6647
10018,12.5735,55.6954
10021,12.5728,55.6958
10025,12.5727,55.696
10027,12.572,55.6964
10029,12.5789,55.6814
10030,12.5796,55.6819
10031,12.5797,55.682
10033,12.5798,55.682
10034,12.5799,55.6821
10035,12.5806,55.6826
10037,12.547,55.6728
10038,12.5452,55.6723
10039,12.6007,55.675
10040,12.6003,55.6747
10041,12.5922,55.6488
10042,12.5921,55.6478
10043,12.5921,55.6473
10044,12.592,55.6469
10045,12.592,55.6467
10046,12.5919,55.6465
10047,12.5919,55.6461
10049,12.5918,55.6458
10051,12.5918,55.6457
10052,12.5917,55.6453
10053,12.5917,55.6449
10054,12.5916,55.6447
10055,12.5916,55.6443
10057,12.5915,55.6434
10060,12.5915,55.6431
10062,12.5914,55.6427
10063,12.5699,55.6794
10065,12.5697,55.6799
10068,12.5695,55.6802
10069,12.5693,55.6804
10070,12.5692,55.6806
10071,12.569,55.6809
10073,12.5837,55.6887
10074,12.5822,55.6892
10075,12.582,55.6892
10076,12.5551,55.6697
10077,12.5546,55.6696
10078,12.5542,55.6694
10079,12.554,55.6694
10081,12.5535,55.6692
10082,12.5531,55.6691
10083,12.5529,55.6691
10086,12.5526,55.669
10087,12.5518,55.6687
10088,12.5514,55.6686
10089,12.5707,55.696
10092,12.5711,55.6962
10094,12.5718,55.6966
10096,12.5765,55.6991
10097,12.6029,55.6623
10099,12.6033,55.6625
10100,12.6036,55.6626
10101,12.5869,55.6344
10102,12.5867,55.6336
10106,12.5867,55.6335
10108,12.5861,55.6303
10109,12.5879,55.6335
10112,12.5853,55.6337
10114,12.584,55.6338
10115,12.5771,55.7073
10116,12.5769,55.7073
10117,12.5761,55.7077
10118,12.5759,55.7078
10120,12.5757,55.7079
10121,12.5753,55.7081
10124,12.5799,55.7085
10126,12.5805,55.7085
10127,12.5806,55.7085
10128,12.5809,55.7085
10129,12.5812,55.7085
10131,12.59,55.6952
10132,12.5899,55.6952
10133,12.5894,55.6952
10136,12.5888,55.6955
10137,12.5601,55.688
10140,12.5598,55.6878
10141,12.5594,55.6875
10142,12.5592,55.6872
10143,12.5591,55.6872
10145,12.5588,55.6869
10146,12.5586,55.6868
10147,12.5584,55.6866
10148,12.5581,55.6864
10149,12.5581,55.6863
10151,12.5578,55.6861
10152,12.5576,55.6859
10153,12.5571,55.6855
10155,12.5566,55.6851
10156,12.5562,55.6847
10157,12.5559,55.6845
10160,12.5554,55.6842
10161,12.5572,55.6728
10162,12.5568,55.6738
10164,12.5776,55.7016
10165,12.5777,55.7016
10167,12.5803,55.7016
10168,12.5574,55.6704
10170,12.5571,55.6703
10171,12.5566,55.6702
10172,12.5563,55.6701
10173,12.5562,55.67
10175,12.5557,55.6699
10176,12.5554,55.6698
10177,12.5553,55.6698
10178,12.5873,55.6906
10179,12.5874,55.6905
10180,12.5877,55.6899
10182,12.5457,55.6642
10183,12.5458,55.6639
10184,12.5459,55.6637
10185,12.5842,55.6347
10186,12.584,55.634
10187,12.5845,55.6811
